Freq.	V(vo)
2.08449088309726e+001	(-7.36750334277883e+000dB,5.88561736789894e+001°)
2.08929613085401e+001	(-7.35326105219334e+000dB,5.88012898244485e+001°)
2.09411245585086e+001	(-7.33903349051197e+000dB,5.87463589825823e+001°)
2.09893988362349e+001	(-7.32482068594088e+000dB,5.86913812110176e+001°)
2.10377843976644e+001	(-7.31062266672145e+000dB,5.86363565681479e+001°)
2.10862814993326e+001	(-7.29643946112958e+000dB,5.85812851131360e+001°)
2.11348903983661e+001	(-7.28227109747527e+000dB,5.85261669059204e+001°)
2.11836113524847e+001	(-7.26811760410187e+000dB,5.84710020072183e+001°)
2.12324446200019e+001	(-7.25397900938586e+000dB,5.84157904785319e+001°)
2.12813904598268e+001	(-7.23985534173615e+000dB,5.83605323821517e+001°)
2.13304491314654e+001	(-7.22574662959343e+000dB,5.83052277811612e+001°)
2.13796208950220e+001	(-7.21165290142979e+000dB,5.82498767394420e+001°)
2.14289060112002e+001	(-7.19757418574807e+000dB,5.81944793216786e+001°)
2.14783047413050e+001	(-7.18351051108132e+000dB,5.81390355933622e+001°)
2.15278173472434e+001	(-7.16946190599214e+000dB,5.80835456207953e+001°)
2.15774440915263e+001	(-7.15542839907219e+000dB,5.80280094710968e+001°)
2.16271852372698e+001	(-7.14141001894152e+000dB,5.79724272122061e+001°)
2.16770410481966e+001	(-7.12740679424801e+000dB,5.79167989128874e+001°)
2.17270117886371e+001	(-7.11341875366674e+000dB,5.78611246427350e+001°)
2.17770977235312e+001	(-7.09944592589933e+000dB,5.78054044721757e+001°)
2.18272991184297e+001	(-7.08548833967336e+000dB,5.77496384724766e+001°)
2.18776162394952e+001	(-7.07154602374165e+000dB,5.76938267157450e+001°)
2.19280493535041e+001	(-7.05761900688183e+000dB,5.76379692749384e+001°)
2.19785987278479e+001	(-7.04370731789532e+000dB,5.75820662238625e+001°)
2.20292646305342e+001	(-7.02981098560706e+000dB,5.75261176371811e+001°)
2.20800473301886e+001	(-7.01593003886452e+000dB,5.74701235904165e+001°)
2.21309470960560e+001	(-7.00206450653714e+000dB,5.74140841599559e+001°)
2.21819641980018e+001	(-6.98821441751583e+000dB,5.73579994230558e+001°)
2.22330989065137e+001	(-6.97437980071190e+000dB,5.73018694578436e+001°)
2.22843514927027e+001	(-6.96056068505667e+000dB,5.72456943433249e+001°)
2.23357222283049e+001	(-6.94675709950057e+000dB,5.71894741593865e+001°)
2.23872113856830e+001	(-6.93296907301258e+000dB,5.71332089867995e+001°)
2.24388192378273e+001	(-6.91919663457937e+000dB,5.70768989072258e+001°)
2.24905460583574e+001	(-6.90543981320454e+000dB,5.70205440032192e+001°)
2.25423921215239e+001	(-6.89169863790808e+000dB,5.69641443582321e+001°)
2.25943577022094e+001	(-6.87797313772542e+000dB,5.69077000566172e+001°)
2.26464430759302e+001	(-6.86426334170672e+000dB,5.68512111836340e+001°)
2.26986485188378e+001	(-6.85056927891623e+000dB,5.67946778254507e+001°)
