Freq.	V(vo)
3.80189396320558e+004	(-7.70181555667957e-002dB,2.42045372331657e-002°)
3.89045144994277e+004	(-7.70181241036328e-002dB,2.36535747559250e-002°)
3.98107170553494e+004	(-7.70180940565388e-002dB,2.31151537111858e-002°)
4.07380277804109e+004	(-7.70180653617966e-002dB,2.25889886165212e-002°)
4.16869383470332e+004	(-7.70180379585267e-002dB,2.20748005005047e-002°)
4.26579518801589e+004	(-7.70180117886053e-002dB,2.15723167384573e-002°)
4.36515832240162e+004	(-7.70179867965255e-002dB,2.10812708922681e-002°)
4.46683592150959e+004	(-7.70179629292760e-002dB,2.06014026168292e-002°)
4.57088189614871e+004	(-7.70179401362244e-002dB,2.01324574784299e-002°)
4.67735141287194e+004	(-7.70179183690351e-002dB,1.96741868252705e-002°)
4.78630092322634e+004	(-7.70178975815277e-002dB,1.92263476849188e-002°)
4.89778819368442e+004	(-7.70178777296116e-002dB,1.87887026098055e-002°)
5.01187233627268e+004	(-7.70178587711780e-002dB,1.83610195480939e-002°)
5.12861383991360e+004	(-7.70178406660162e-002dB,1.79430717379108e-002°)
5.24807460249768e+004	(-7.70178233757214e-002dB,1.75346375812315e-002°)
5.37031796370248e+004	(-7.70178068636166e-002dB,1.71355005235371e-002°)
5.49540873857620e+004	(-7.70177910946768e-002dB,1.67454489309472e-002°)
5.62341325190344e+004	(-7.70177760354618e-002dB,1.63642759938446e-002°)
5.75439937337152e+004	(-7.70177616540230e-002dB,1.59917796088904e-002°)
5.88843655355584e+004	(-7.70177479198528e-002dB,1.56277622791643e-002°)
6.02559586074352e+004	(-7.70177348038200e-002dB,1.52720309896159e-002°)
6.16595001861477e+004	(-7.70177222781080e-002dB,1.49243971429192e-002°)
6.30957344480187e+004	(-7.70177103161484e-002dB,1.45846764017355e-002°)
6.45654229034650e+004	(-7.70176988925549e-002dB,1.42526886414623e-002°)
6.60693448007590e+004	(-7.70176879831214e-002dB,1.39282578490377e-002°)
6.76082975391975e+004	(-7.70176775646885e-002dB,1.36112120058982e-002°)
6.91830970918930e+004	(-7.70176676151574e-002dB,1.33013829973122e-002°)
7.07945784384131e+004	(-7.70176581134382e-002dB,1.29986065766793e-002°)
7.24435960074983e+004	(-7.70176490393576e-002dB,1.27027221661266e-002°)
7.41310241300911e+004	(-7.70176403736848e-002dB,1.24135729205500e-002°)
7.58577575029177e+004	(-7.70176320980287e-002dB,1.21310055033657e-002°)
7.76247116628685e+004	(-7.70176241948362e-002dB,1.18548701051819e-002°)
7.94328234724274e+004	(-7.70176166473466e-002dB,1.15850203405854e-002°)
8.12830516164092e+004	(-7.70176094395556e-002dB,1.13213130800035e-002°)
8.31763771102663e+004	(-7.70176025561621e-002dB,1.10636085402236e-002°)
8.51138038202369e+004	(-7.70175959825782e-002dB,1.08117700727218e-002°)
8.70963589956073e+004	(-7.70175897048454e-002dB,1.05656641430672e-002°)
8.91250938133737e+004	(-7.70175837096680e-002dB,1.03251602640388e-002°)
9.12010839355901e+004	(-7.70175779843123e-002dB,1.00901309301041e-002°)
9.33254300796982e+004	(-7.70175725166383e-002dB,9.86045152021728e-003°)
9.54992586021427e+004	(-7.70175672950517e-002dB,9.63600023862081e-003°)
9.77237220955802e+004	(-7.70175623084760e-002dB,9.41665809154355e-003°)
9.99999999999991e+004	(-7.70175575463326e-002dB,9.20230879540125e-003°)
1.02329299228074e+005	(-7.70175529985197e-002dB,8.99283866875616e-003°)
1.04712854805089e+005	(-7.70175486553938e-002dB,8.78813666861600e-003°)
1.07151930523760e+005	(-7.70175445077452e-002dB,8.58809425879849e-003°)
1.09647819614317e+005	(-7.70175405467623e-002dB,8.39260537219775e-003°)
1.12201845430195e+005	(-7.70175367640594e-002dB,8.20156635967050e-003°)
1.14815362149687e+005	(-7.70175331516042e-002dB,8.01487591290138e-003°)
1.17489755493952e+005	(-7.70175297017399e-002dB,7.83243506540242e-003°)
1.20226443461740e+005	(-7.70175264071393e-002dB,7.65414707995216e-003°)
1.23026877081237e+005	(-7.70175232608229e-002dB,7.47991741335460e-003°)
1.25892541179416e+005	(-7.70175202561095e-002dB,7.30965371520258e-003°)
1.28824955169312e+005	(-7.70175173866373e-002dB,7.14326568283726e-003°)
1.31825673855639e+005	(-7.70175146463061e-002dB,6.98066510698912e-003°)
1.34896288259164e+005	(-7.70175120293183e-002dB,6.82176576540930e-003°)
