frequency;MAG;PHA
10.0;-5.3;59.7777777777778
11.233240329780276;-4.5;56.25
12.618568830660204;-4.0;52.75
14.174741629268055;-3.4125;49.0
15.922827933410922;-2.9;45.625
17.886495290574352;-2.5;42.0
20.09233002565047;-2.1;38.7368421052632
22.570197196339205;-1.8;35.2631578947368
25.353644939701113;-1.5;32.5555555555556
28.48035868435802;-1.205;29.2
31.992671377973846;-1.0;26.45
35.938136638046274;-0.9;23.9473684210526
40.37017258596554;-0.699999999999999;22.0
45.34878508128582;-0.6;19.7575757575758
50.9413801481638;-0.5;17.2352941176471
57.22367659350217;-0.405882352941177;15.9411764705882
64.28073117284319;-0.4;13.8055555555556
72.20809018385464;-0.3;12.8857142857143
81.11308307896873;-0.3;11.9508196721311
91.11627561154891;-0.201666666666667;9.96666666666667
102.35310218990269;-0.2;9.43333333333334
114.97569953977356;-0.2;8.2258064516129
129.1549665014884;-0.196825396825397;6.92063492063492
145.082877849594;-0.193548387096774;6.41935483870968
162.97508346206433;-0.136065573770492;5.32786885245902
183.07382802953677;-0.103333333333333;4.5
205.65123083486515;-0.102290076335878;4.12977099236641
231.0129700083158;-0.102142857142857;3.33093525179856
259.5024211399737;-0.0999999999999998;3.17647058823529
291.50530628251755;-0.102272727272727;3.03787878787879
327.45491628777285;-0.0999999999999998;2.66165413533835
367.8379771828634;-0.0999999999999998;2.06153846153846
413.20124001153346;-0.0999999999999999;1.35227272727273
464.1588833612782;-0.0999999999999998;1.10526315789474
521.4008287999684;-0.0994047619047617;1.06547619047619
585.7020818056667;-0.0993975903614455;1.03030303030303
657.9332246575682;-0.0999999999999998;1.0
739.0722033525775;-0.0999999999999997;1.01273885350318
830.2175681319744;-0.100000000000001;0.978208232445521
932.60334688322;-0.100000000000001;0.950934579439252
1047.615752789665;-0.100000000000001;0.940503432494279
1176.811952434998;-0.100000000000001;0.793764988009592
1321.9411484660286;-0.100000000000001;0.497619047619048
1484.9682622544651;-0.100000000000001;0.223021582733813
1668.100537200059;-0.100000000000001;0.122850122850123
1873.817422860383;-0.100000000000001;0.196217494089835
2104.9041445120197;-0.100000000000001;0.37527114967462
2364.4894126454074;-0.100000000000001;0.45823927765237
2656.0877829466867;-0.100000000000001;0.224215246636771
2983.64724028334;-0.100000000000001;0.088235294117647
3351.6026509388407;-0.100000000000001;0.178082191780822
3764.9358067924672;-0.100000000000001;0.155210643015521
4229.242874389499;-0.100000000000001;0.0530120481927711
4750.810162102798;-0.100000000000001;0.0696517412935323
5336.699231206308;-0.100000000000001;-0.105911330049261
5994.8425031894085;-0.100000000000001;0.0579345088161209
6734.150657750822;-0.100000000000001;-0.0419753086419754
7564.633275546291;-0.0997530864197539;-0.160493827160494
8497.534359086438;-0.100000000000001;-0.208133971291866
9545.484566618337;-0.0987309644670058;-0.281725888324873
10722.672220103232;-0.0992555831265516;-0.343283582089552
12045.035402587837;-0.100000000000001;-0.4075
13530.477745798076;-0.0997500000000008;-0.305
15199.11082952933;-0.0995024875621898;-0.36318407960199
17073.526474706887;-0.0997474747474755;-0.424242424242424
19179.10261672489;-0.0378865979381442;-0.25
21544.346900318866;-0.0295652173913043;-0.330409356725146
24201.282647943834;-0.0965909090909097;-0.843023255813953
27185.8824273294;-0.0246418338108882;-0.25748502994012
30538.555088334124;-0.0962427745664746;0.279503105590062
34304.69286314919;-0.0216763005780347;-0.504587155963303
38535.28593710528;-0.0899135446685884;-0.929889298892989
43287.612810830615;-0.00703812316715543;-2.05190311418685
48626.015800653535;-0.0914705882352947;-1.27090301003345
54622.77217684337;-0.0891495601173025;-0.25390625
61359.07273413163;-0.0928994082840242;0.127413127413127
68926.12104349695;-0.0171686746987951;-0.134545454545455
77426.36826811278;-0.0812688821752269;2.20817843866171
86974.90026177834;-0.0195718654434251;-2.03474903474903
97700.99572992246;-0.0141509433962264;-3.0188679245283
109749.87654930567;-0.0626865671641791;-0.776119402985075
123284.67394420659;-0.00294117647058824;-1.57352941176471
138488.63713938717;-0.0791044776119403;-1.41791044776119
155567.61439304723;-0.0384615384615385;0.738461538461538
174752.8400007683;-0.00781250000000001;-0.453125
196304.06500402724;0.00476190476190477;-1.9047619047619
220513.07399030458;-0.0573770491803279;-0.229508196721311
247707.6355991709;-0.095;2.55
312571.58496882353;-0.11551724137931;0.655172413793103
351119.17342151277;-0.0508771929824561;1.05263157894737
