Freq.	V(vout)/V(vin)
3.54813389233572e+003	(-1.73704963779781e+001dB,1.04964819473625e+002°)
3.63078054770097e+003	(-1.71428588827529e+001dB,1.04265698847753e+002°)
3.71535229097168e+003	(-1.69167056086806e+001dB,1.03569512525651e+002°)
3.80189396320557e+003	(-1.66920086065178e+001dB,1.02876187271408e+002°)
3.89045144994276e+003	(-1.64687409176994e+001dB,1.02185640355932e+002°)
3.98107170553493e+003	(-1.62468766341847e+001dB,1.01497780003852e+002°)
4.07380277804108e+003	(-1.60263909540020e+001dB,1.00812505849332e+002°)
4.16869383470331e+003	(-1.58072602326142e+001dB,1.00129709399039e+002°)
4.26579518801588e+003	(-1.55894620302459e+001dB,9.94492745006980e+001°)
4.36515832240161e+003	(-1.53729751553174e+001dB,9.87710778158467e+001°)
4.46683592150958e+003	(-1.51577797041396e+001dB,9.80949892955761e+001°)
4.57088189614870e+003	(-1.49438570970288e+001dB,9.74208726582014e+001°)
4.67735141287193e+003	(-1.47311901109967e+001dB,9.67485858679867e+001°)
4.78630092322633e+003	(-1.45197629091751e+001dB,9.60779816141952e+001°)
4.89778819368441e+003	(-1.43095610671253e+001dB,9.54089077898848e+001°)
5.01187233627267e+003	(-1.41005715961797e+001dB,9.47412079700089e+001°)
5.12861383991359e+003	(-1.38927829639526e+001dB,9.40747218885105e+001°)
5.24807460249767e+003	(-1.36861851121493e+001dB,9.34092859142117e+001°)
5.37031796370247e+003	(-1.34807694717902e+001dB,9.27447335254092e+001°)
5.49540873857618e+003	(-1.32765289759528e+001dB,9.20808957831774e+001°)
5.62341325190343e+003	(-1.30734580701240e+001dB,9.14176018034607e+001°)
5.75439937337150e+003	(-1.28715527202367e+001dB,9.07546792281080e+001°)
5.88843655355582e+003	(-1.26708104184518e+001dB,9.00919546950519e+001°)
6.02559586074351e+003	(-1.24712301867295e+001dB,8.94292543078813e+001°)
6.16595001861475e+003	(-1.22728125782168e+001dB,8.87664041050824e+001°)
6.30957344480186e+003	(-1.20755596764632e+001dB,8.81032305292391e+001°)
6.45654229034648e+003	(-1.18794750924576e+001dB,8.74395608964850e+001°)
6.60693448007588e+003	(-1.16845639594631e+001dB,8.67752238664883e+001°)
6.76082975391974e+003	(-1.14908329256121e+001dB,8.61100499132259e+001°)
6.91830970918928e+003	(-1.12982901442031e+001dB,8.54438717967647e+001°)
7.07945784384129e+003	(-1.11069452616306e+001dB,8.47765250362171e+001°)
7.24435960074981e+003	(-1.09168094028594e+001dB,8.41078483839744e+001°)
7.41310241300908e+003	(-1.07278951543446e+001dB,8.34376843012416e+001°)
7.58577575029174e+003	(-1.05402165442825e+001dB,8.27658794348122e+001°)
7.76247116628682e+003	(-1.03537890200684e+001dB,8.20922850949161e+001°)
7.94328234724272e+003	(-1.01686294228248e+001dB,8.14167577338607e+001°)
8.12830516164089e+003	(-9.98475595885673e+000dB,8.07391594250623e+001°)
8.31763771102661e+003	(-9.80218816788315e+000dB,8.00593583419274e+001°)
8.51138038202366e+003	(-9.62094688788863e+000dB,7.93772292358992e+001°)
8.70963589956070e+003	(-9.44105421643783e+000dB,7.86926539128295e+001°)
8.91250938133734e+003	(-9.26253346829468e+000dB,7.80055217066774e+001°)
9.12010839355898e+003	(-9.08540912919112e+000dB,7.73157299493627e+001°)
9.33254300796979e+003	(-8.90970680559615e+000dB,7.66231844354342e+001°)
9.54992586021424e+003	(-8.73545317034438e+000dB,7.59277998800337e+001°)
9.77237220955798e+003	(-8.56267590399531e+000dB,7.52295003684605e+001°)
9.99999999999987e+003	(-8.39140363181008e+000dB,7.45282197954628e+001°)
1.02329299228074e+004	(-8.22166585625135e+000dB,7.38239022922136e+001°)
1.04712854805089e+004	(-8.05349288493415e+000dB,7.31165026387567e+001°)
1.07151930523759e+004	(-7.88691575398223e+000dB,7.24059866595553e+001°)
1.09647819614317e+004	(-7.72196614677391e+000dB,7.16923315996260e+001°)
1.12201845430195e+004	(-7.55867630809501e+000dB,7.09755264786127e+001°)
1.14815362149687e+004	(-7.39707895375338e+000dB,7.02555724200415e+001°)
1.17489755493951e+004	(-7.23720717574984e+000dB,6.95324829529076e+001°)
1.20226443461740e+004	(-7.07909434314368e+000dB,6.88062842826791e+001°)
1.23026877081237e+004	(-6.92277399879671e+000dB,6.80770155287675e+001°)
1.25892541179415e+004	(-6.76827975222876e+000dB,6.73447289255084e+001°)
1.28824955169312e+004	(-6.61564516886717e+000dB,6.66094899837264e+001°)
1.31825673855639e+004	(-6.46490365602486e+000dB,6.58713776100247e+001°)
1.34896288259164e+004	(-6.31608834599324e+000dB,6.51304841810496e+001°)
1.38038426460287e+004	(-6.16923197668893e+000dB,6.43869155701261e+001°)
1.41253754462274e+004	(-6.02436677034375e+000dB,6.36407911238544e+001°)
1.44543977074591e+004	(-5.88152431077756e+000dB,6.28922435864939e+001°)
1.47910838816819e+004	(-5.74073541984017e+000dB,6.21414189702379e+001°)
1.51356124843619e+004	(-5.60203003365211e+000dB,6.13884763698074e+001°)
1.54881661891246e+004	(-5.46543707931312e+000dB,6.06335877201537e+001°)
1.58489319246109e+004	(-5.33098435278088e+000dB,5.98769374964617e+001°)
1.62181009735891e+004	(-5.19869839865032e+000dB,5.91187223560828e+001°)
1.65958690743754e+004	(-5.06860439258422e+000dB,5.83591507224926e+001°)
1.69824365246172e+004	(-4.94072602715875e+000dB,5.75984423118602e+001°)
1.73780082874935e+004	(-4.81508540189221e+000dB,5.68368276033297e+001°)
1.77827941003890e+004	(-4.69170291822052e+000dB,5.60745472546342e+001°)
1.81970085860996e+004	(-4.57059718016958e+000dB,5.53118514651923e+001°)
1.86208713666284e+004	(-4.45178490145116e+000dB,5.45489992893638e+001°)
1.90546071796322e+004	(-4.33528081967623e+000dB,5.37862579030491e+001°)
1.94984459975802e+004	(-4.22109761833745e+000dB,5.30239018273167e+001°)
1.99526231496885e+004	(-4.10924585716108e+000dB,5.22622121132014e+001°)
2.04173794466950e+004	(-3.99973391136861e+000dB,5.15014754922489e+001°)
2.08929613085401e+004	(-3.89256792032043e+000dB,5.07419834977645e+001°)
2.13796208950220e+004	(-3.78775174593892e+000dB,4.99840315620543e+001°)
2.18776162394952e+004	(-3.68528694122729e+000dB,4.92279180952278e+001°)
2.23872113856831e+004	(-3.58517272911457e+000dB,4.84739435513366e+001°)
2.29086765276774e+004	(-3.48740599176735e+000dB,4.77224094877748e+001°)
2.34422881531989e+004	(-3.39198127041774e+000dB,4.69736176239392e+001°)
2.39883291901946e+004	(-3.29889077566328e+000dB,4.62278689051543e+001°)
2.45470891568500e+004	(-3.20812440810347e+000dB,4.54854625777971e+001°)
2.51188643150954e+004	(-3.11966978908682e+000dB,4.47466952814245e+001°)
2.57039578276883e+004	(-3.03351230125573e+000dB,4.40118601634960e+001°)
2.63026799189534e+004	(-2.94963513849451e+000dB,4.32812460220209e+001°)
2.69153480392688e+004	(-2.86801936480938e+000dB,4.25551364811287e+001°)
2.75422870333813e+004	(-2.78864398159999e+000dB,4.18338092041839e+001°)
2.81838293126441e+004	(-2.71148600272037e+000dB,4.11175351486381e+001°)
2.88403150312656e+004	(-2.63652053667405e+000dB,4.04065778663515e+001°)
2.95120922666634e+004	(-2.56372087524410e+000dB,3.97011928526195e+001°)
3.01995172040197e+004	(-2.49305858782410e+000dB,3.90016269466228e+001°)
3.09029543251354e+004	(-2.42450362069107e+000dB,3.83081177854941e+001°)
3.16227766016833e+004	(-2.35802440044580e+000dB,3.76208933136539e+001°)
3.23593656929623e+004	(-2.29358794083992e+000dB,3.69401713485418e+001°)
3.31131121482586e+004	(-2.23115995221210e+000dB,3.62661592033430e+001°)
3.38844156139197e+004	(-2.17070495276694e+000dB,3.55990533668083e+001°)
3.46736850452526e+004	(-2.11218638094978e+000dB,3.49390392397864e+001°)
3.54813389233570e+004	(-2.05556670819695e+000dB,3.42862909276328e+001°)
3.63078054770096e+004	(-2.00080755137441e+000dB,3.36409710872445e+001°)
3.71535229097167e+004	(-1.94786978425554e+000dB,3.30032308270892e+001°)
3.80189396320555e+004	(-1.89671364743283e+000dB,3.23732096582575e+001°)
3.89045144994275e+004	(-1.84729885610446e+000dB,3.17510354942693e+001°)
3.98107170553491e+004	(-1.79958470522697e+000dB,3.11368246971108e+001°)
4.07380277804107e+004	(-1.75353017157660e+000dB,3.05306821667681e+001°)
4.16869383470329e+004	(-1.70909401231502e+000dB,2.99327014713554e+001°)
4.26579518801586e+004	(-1.66623485970818e+000dB,2.93429650148096e+001°)
4.36515832240159e+004	(-1.62491131169972e+000dB,2.87615442390353e+001°)
4.46683592150956e+004	(-1.58508201809255e+000dB,2.81884998573396e+001°)
4.57088189614868e+004	(-1.54670576214187e+000dB,2.76238821159784e+001°)
4.67735141287191e+004	(-1.50974153741142e+000dB,2.70677310806584e+001°)
4.78630092322631e+004	(-1.47414861979015e+000dB,2.65200769448850e+001°)
4.89778819368439e+004	(-1.43988663460917e+000dB,2.59809403571211e+001°)
5.01187233627264e+004	(-1.40691561883881e+000dB,2.54503327638184e+001°)
5.12861383991357e+004	(-1.37519607838161e+000dB,2.49282567654969e+001°)
5.24807460249764e+004	(-1.34468904051052e+000dB,2.44147064831820e+001°)
5.37031796370244e+004	(-1.31535610153083e+000dB,2.39096679326509e+001°)
5.49540873857616e+004	(-1.28715946977078e+000dB,2.34131194040947e+001°)
5.62341325190340e+004	(-1.26006200402832e+000dB,2.29250318449641e+001°)
5.75439937337148e+004	(-1.23402724762142e+000dB,2.24453692439314e+001°)
5.88843655355580e+004	(-1.20901945820519e+000dB,2.19740890140696e+001°)
6.02559586074348e+004	(-1.18500363353299e+000dB,2.15111423735178e+001°)
6.16595001861472e+004	(-1.16194553334868e+000dB,2.10564747220667e+001°)
6.30957344480183e+004	(-1.13981169760586e+000dB,2.06100260122624e+001°)
6.45654229034645e+004	(-1.11856946121460e+000dB,2.01717311137826e+001°)
6.60693448007586e+004	(-1.09818696552037e+000dB,1.97415201699955e+001°)
6.76082975391971e+004	(-1.07863316672065e+000dB,1.93193189457510e+001°)
6.91830970918925e+004	(-1.05987784142449e+000dB,1.89050491655984e+001°)
7.07945784384127e+004	(-1.04189158955834e+000dB,1.84986288417506e+001°)
7.24435960074979e+004	(-1.02464583481821e+000dB,1.80999725912372e+001°)
7.41310241300906e+004	(-1.00811282286332e+000dB,1.77089919418053e+001°)
7.58577575029172e+004	(-9.92265617441571e-001dB,1.73255956262259e+001°)
7.76247116628679e+004	(-9.77078094630092e-001dB,1.69496898647649e+001°)
7.94328234724269e+004	(-9.62524935367827e-001dB,1.65811786356633e+001°)
8.12830516164086e+004	(-9.48581616449074e-001dB,1.62199639335487e+001°)
8.31763771102658e+004	(-9.35224400139350e-001dB,1.58659460157755e+001°)
8.51138038202363e+004	(-9.22430322566613e-001dB,1.55190236367507e+001°)
8.70963589956067e+004	(-9.10177181032612e-001dB,1.51790942703615e+001°)
8.91250938133731e+004	(-8.98443520380739e-001dB,1.48460543206692e+001°)
9.12010839355895e+004	(-8.87208618548183e-001dB,1.45197993210759e+001°)
9.33254300796976e+004	(-8.76452471422204e-001dB,1.42002241222094e+001°)
9.54992586021420e+004	(-8.66155777111755e-001dB,1.38872230688017e+001°)
9.77237220955795e+004	(-8.56299919738038e-001dB,1.35806901658622e+001°)
9.99999999999984e+004	(-8.46866952839523e-001dB,1.32805192344696e+001°)
1.02329299228074e+005	(-8.37839582479608e-001dB,1.29866040575210e+001°)
1.04712854805088e+005	(-8.29201150137901e-001dB,1.26988385157928e+001°)
1.07151930523759e+005	(-8.20935615459051e-001dB,1.24171167146750e+001°)
1.09647819614317e+005	(-8.13027538926538e-001dB,1.21413331019471e+001°)
1.12201845430195e+005	(-8.05462064522714e-001dB,1.18713825769688e+001°)
1.14815362149686e+005	(-7.98224902430197e-001dB,1.16071605916581e+001°)
1.17489755493951e+005	(-7.91302311824397e-001dB,1.13485632436278e+001°)
1.20226443461739e+005	(-7.84681083801554e-001dB,1.10954873618505e+001°)
1.23026877081236e+005	(-7.78348524481886e-001dB,1.08478305852142e+001°)
1.25892541179415e+005	(-7.72292438322723e-001dB,1.06054914343262e+001°)
1.28824955169311e+005	(-7.66501111672437e-001dB,1.03683693769157e+001°)
1.31825673855639e+005	(-7.60963296591825e-001dB,1.01363648871753e+001°)
1.34896288259163e+005	(-7.55668194966035e-001dB,9.90937949937393e+000°)
1.38038426460286e+005	(-7.50605442926877e-001dB,9.68731585606245e+000°)
1.41253754462273e+005	(-7.45765095601994e-001dB,9.47007775118360e+000°)
1.44543977074590e+005	(-7.41137612204736e-001dB,9.25757016838620e+000°)
1.47910838816818e+005	(-7.36713841475958e-001dB,9.04969931483284e+000°)
1.51356124843618e+005	(-7.32485007486434e-001dB,8.84637265077863e+000°)
1.54881661891246e+005	(-7.28442695806691e-001dB,8.64749891518738e+000°)
1.58489319246109e+005	(-7.24578840048807e-001dB,8.45298814763979e+000°)
1.62181009735890e+005	(-7.20885708783300e-001dB,8.26275170677705e+000°)
1.65958690743753e+005	(-7.17355892832265e-001dB,8.07670228551210e+000°)
1.69824365246172e+005	(-7.13982292938938e-001dB,7.89475392322942e+000°)
1.73780082874935e+005	(-7.10758107812161e-001dB,7.71682201518360e+000°)
1.77827941003889e+005	(-7.07676822543428e-001dB,7.54282331929615e+000°)
1.81970085860995e+005	(-7.04732197393108e-001dB,7.37267596053988e+000°)
1.86208713666284e+005	(-7.01918256941414e-001dB,7.20629943308999e+000°)
1.90546071796322e+005	(-6.99229279599251e-001dB,7.04361460041136e+000°)
1.94984459975801e+005	(-6.96659787473032e-001dB,6.88454369344214e+000°)
1.99526231496885e+005	(-6.94204536577354e-001dB,6.72901030702477e+000°)
2.04173794466949e+005	(-6.91858507388722e-001dB,6.57693939472688e+000°)
2.08929613085400e+005	(-6.89616895733073e-001dB,6.42825726218610e+000°)
2.13796208950220e+005	(-6.87475103999817e-001dB,6.28289155910491e+000°)
2.18776162394952e+005	(-6.85428732674448e-001dB,6.14077127001408e+000°)
2.23872113856830e+005	(-6.83473572181897e-001dB,6.00182670391598e+000°)
2.29086765276773e+005	(-6.81605595032439e-001dB,5.86598948291189e+000°)
2.34422881531988e+005	(-6.79820948261953e-001dB,5.73319252991122e+000°)
2.39883291901945e+005	(-6.78115946158272e-001dB,5.60337005551390e+000°)
2.45470891568499e+005	(-6.76487063265228e-001dB,5.47645754415161e+000°)
2.51188643150954e+005	(-6.74930927656133e-001dB,5.35239173956742e+000°)
2.57039578276882e+005	(-6.73444314468351e-001dB,5.23111062970869e+000°)
2.63026799189534e+005	(-6.72024139690801e-001dB,5.11255343110229e+000°)
2.69153480392687e+005	(-6.70667454196128e-001dB,4.99666057277699e+000°)
2.75422870333812e+005	(-6.69371438009573e-001dB,4.88337367979328e+000°)
2.81838293126440e+005	(-6.68133394806580e-001dB,4.77263555643614e+000°)
2.88403150312656e+005	(-6.66950746631297e-001dB,4.66439016912303e+000°)
2.95120922666633e+005	(-6.65821028828353e-001dB,4.55858262907475e+000°)
3.01995172040196e+005	(-6.64741885180372e-001dB,4.45515917479422e+000°)
3.09029543251354e+005	(-6.63711063243879e-001dB,4.35406715439378e+000°)
3.16227766016832e+005	(-6.62726409876424e-001dB,4.25525500780949e+000°)
3.23593656929623e+005	(-6.61785866947913e-001dB,4.15867224893741e+000°)
3.31131121482585e+005	(-6.60887467229320e-001dB,4.06426944772394e+000°)
3.38844156139197e+005	(-6.60029330452182e-001dB,3.97199821224036e+000°)
3.46736850452526e+005	(-6.59209659532314e-001dB,3.88181117076841e+000°)
3.54813389233569e+005	(-6.58426736951658e-001dB,3.79366195392233e+000°)
3.63078054770095e+005	(-6.57678921291911e-001dB,3.70750517683001e+000°)
3.71535229097166e+005	(-6.56964643914343e-001dB,3.62329642139424e+000°)
3.80189396320555e+005	(-6.56282405779878e-001dB,3.54099221865308e+000°)
3.89045144994274e+005	(-6.55630774403917e-001dB,3.46055003125656e+000°)
3.98107170553490e+005	(-6.55008380940743e-001dB,3.38192823607581e+000°)
4.07380277804106e+005	(-6.54413917392095e-001dB,3.30508610695811e+000°)
4.16869383470328e+005	(-6.53846133935069e-001dB,3.22998379764133e+000°)
4.26579518801585e+005	(-6.53303836364524e-001dB,3.15658232483880e+000°)
4.36515832240158e+005	(-6.52785883645223e-001dB,3.08484355150500e+000°)
4.46683592150955e+005	(-6.52291185569432e-001dB,3.01473017029129e+000°)
4.57088189614867e+005	(-6.51818700515431e-001dB,2.94620568719955e+000°)
4.67735141287190e+005	(-6.51367433302912e-001dB,2.87923440544099e+000°)
4.78630092322630e+005	(-6.50936433141265e-001dB,2.81378140950630e+000°)
4.89778819368438e+005	(-6.50524791666762e-001dB,2.74981254945246e+000°)
5.01187233627263e+005	(-6.50131641065099e-001dB,2.68729442541081e+000°)
5.12861383991356e+005	(-6.49756152275587e-001dB,2.62619437232031e+000°)
5.24807460249763e+005	(-6.49397533273626e-001dB,2.56648044488908e+000°)
5.37031796370243e+005	(-6.49055027428174e-001dB,2.50812140278693e+000°)
5.49540873857615e+005	(-6.48727911930959e-001dB,2.45108669607092e+000°)
5.62341325190339e+005	(-6.48415496294485e-001dB,2.39534645084534e+000°)
5.75439937337147e+005	(-6.48117120915856e-001dB,2.34087145515730e+000°)
5.88843655355579e+005	(-6.47832155703625e-001dB,2.28763314512848e+000°)
6.02559586074347e+005	(-6.47559998764937e-001dB,2.23560359132310e+000°)
6.16595001861471e+005	(-6.47300075150466e-001dB,2.18475548535238e+000°)
6.30957344480182e+005	(-6.47051835654542e-001dB,2.13506212671426e+000°)
6.45654229034644e+005	(-6.46814755668233e-001dB,2.08649740986840e+000°)
6.60693448007584e+005	(-6.46588334082933e-001dB,2.03903581154490e+000°)
6.76082975391970e+005	(-6.46372092242457e-001dB,1.99265237828512e+000°)
6.91830970918924e+005	(-6.46165572941365e-001dB,1.94732271421399e+000°)
7.07945784384125e+005	(-6.45968339467642e-001dB,1.90302296904090e+000°)
7.24435960074977e+005	(-6.45779974687727e-001dB,1.85972982628799e+000°)
7.41310241300904e+005	(-6.45600080172089e-001dB,1.81742049174344e+000°)
7.58577575029170e+005	(-6.45428275359554e-001dB,1.77607268213754e+000°)
7.76247116628678e+005	(-6.45264196758713e-001dB,1.73566461403887e+000°)
7.94328234724267e+005	(-6.45107497184779e-001dB,1.69617499296843e+000°)
8.12830516164085e+005	(-6.44957845030338e-001dB,1.65758300272888e+000°)
8.31763771102656e+005	(-6.44814923568508e-001dB,1.61986829494614e+000°)
8.51138038202361e+005	(-6.44678430287111e-001dB,1.58301097882062e+000°)
8.70963589956065e+005	(-6.44548076252425e-001dB,1.54699161108502e+000°)
8.91250938133729e+005	(-6.44423585501311e-001dB,1.51179118616609e+000°)
9.12010839355893e+005	(-6.44304694460384e-001dB,1.47739112654699e+000°)
9.33254300796974e+005	(-6.44191151391065e-001dB,1.44377327332742e+000°)
9.54992586021419e+005	(-6.44082715859390e-001dB,1.41091987697852e+000°)
9.77237220955793e+005	(-6.43979158229477e-001dB,1.37881358828914e+000°)
1.00000000000000e+006	(-6.43880259179539e-001dB,1.34743744950078e+000°)
