Freq.	-I(R)/I(Rl)
3.57602050180980e+002	(3.66247327310245e+001dB,-7.73338084013695e+001°)
3.57766769936188e+002	(3.66209251234241e+001dB,-7.73281624066844e+001°)
3.57931565565116e+002	(3.66171176845729e+001dB,-7.73225140616657e+001°)
3.58096437102713e+002	(3.66133104146068e+001dB,-7.73168633655324e+001°)
3.58261384583945e+002	(3.66095033136715e+001dB,-7.73112103175438e+001°)
3.58426408043792e+002	(3.66056963819043e+001dB,-7.73055549169292e+001°)
3.58591507517252e+002	(3.66018896194467e+001dB,-7.72998971629346e+001°)
3.58756683039339e+002	(3.65980830264381e+001dB,-7.72942370547997e+001°)
3.58921934645083e+002	(3.65942766030227e+001dB,-7.72885745917752e+001°)
3.59087262369529e+002	(3.65904703493423e+001dB,-7.72829097730941e+001°)
3.59252666247739e+002	(3.65866642655344e+001dB,-7.72772425979882e+001°)
3.59418146314792e+002	(3.65828583517426e+001dB,-7.72715730657121e+001°)
3.59583702605782e+002	(3.65790526081073e+001dB,-7.72659011755135e+001°)
3.59749335155820e+002	(3.65752470347708e+001dB,-7.72602269266229e+001°)
3.59915044000032e+002	(3.65714416318733e+001dB,-7.72545503182756e+001°)
3.60080829173561e+002	(3.65676363995582e+001dB,-7.72488713497348e+001°)
3.60246690711565e+002	(3.65638313379694e+001dB,-7.72431900202237e+001°)
3.60412628649222e+002	(3.65600264472442e+001dB,-7.72375063290033e+001°)
3.60578643021720e+002	(3.65562217275277e+001dB,-7.72318202752847e+001°)
3.60744733864270e+002	(3.65524171789613e+001dB,-7.72261318583337e+001°)
3.60910901212093e+002	(3.65486128016874e+001dB,-7.72204410773878e+001°)
3.61077145100431e+002	(3.65448085958474e+001dB,-7.72147479316948e+001°)
3.61243465564540e+002	(3.65410045615871e+001dB,-7.72090524204912e+001°)
3.61409862639691e+002	(3.65372006990441e+001dB,-7.72033545430177e+001°)
3.61576336361175e+002	(3.65333970083634e+001dB,-7.71976542985149e+001°)
3.61742886764296e+002	(3.65295934896913e+001dB,-7.71919516862344e+001°)
3.61909513884376e+002	(3.65257901431660e+001dB,-7.71862467054094e+001°)
3.62076217756752e+002	(3.65219869689312e+001dB,-7.71805393552730e+001°)
3.62242998416777e+002	(3.65181839671305e+001dB,-7.71748296350968e+001°)
3.62409855899823e+002	(3.65143811379104e+001dB,-7.71691175441131e+001°)
3.62576790241275e+002	(3.65105784814094e+001dB,-7.71634030815359e+001°)
3.62743801476536e+002	(3.65067759977722e+001dB,-7.71576862466462e+001°)
3.62910889641026e+002	(3.65029736871454e+001dB,-7.71519670386687e+001°)
3.63078054770180e+002	(3.64991715496667e+001dB,-7.71462454568435e+001°)
3.63245296899449e+002	(3.64953695854851e+001dB,-7.71405215004333e+001°)
3.63412616064302e+002	(3.64915677947449e+001dB,-7.71347951686552e+001°)
3.63580012300222e+002	(3.64877661775871e+001dB,-7.71290664607699e+001°)
3.63747485642711e+002	(3.64839647341548e+001dB,-7.71233353760156e+001°)
3.63915036127286e+002	(3.64801634645957e+001dB,-7.71176019136300e+001°)
3.64082663789480e+002	(3.64763623690540e+001dB,-7.71118660728500e+001°)
3.64250368664842e+002	(3.64725614476695e+001dB,-7.71061278529505e+001°)
3.64418150788940e+002	(3.64687607005916e+001dB,-7.71003872531509e+001°)
3.64586010197355e+002	(3.64649601279629e+001dB,-7.70946442726972e+001°)
3.64753946925687e+002	(3.64611597299275e+001dB,-7.70888989108349e+001°)
3.64921961009550e+002	(3.64573595066306e+001dB,-7.70831511668090e+001°)
3.65090052484578e+002	(3.64535594582190e+001dB,-7.70774010398586e+001°)
3.65258221386416e+002	(3.64497595848349e+001dB,-7.70716485292325e+001°)
3.65426467750732e+002	(3.64459598866281e+001dB,-7.70658936341689e+001°)
3.65594791613204e+002	(3.64421603637363e+001dB,-7.70601363539150e+001°)
3.65763193009532e+002	(3.64383610163115e+001dB,-7.70543766877134e+001°)
3.65931671975427e+002	(3.64345618444956e+001dB,-7.70486146348217e+001°)
3.66100228546622e+002	(3.64307628484346e+001dB,-7.70428501944639e+001°)
3.66268862758863e+002	(3.64269640282775e+001dB,-7.70370833658861e+001°)
3.66437574647913e+002	(3.64231653841653e+001dB,-7.70313141483547e+001°)
3.66606364249551e+002	(3.64193669162477e+001dB,-7.70255425410816e+001°)
3.66775231599575e+002	(3.64155686246674e+001dB,-7.70197685433486e+001°)
3.66944176733796e+002	(3.64117705095727e+001dB,-7.70139921543606e+001°)
3.67113199688044e+002	(3.64079725711099e+001dB,-7.70082133733878e+001°)
3.67282300498164e+002	(3.64041748094238e+001dB,-7.70024321996718e+001°)
3.67451479200020e+002	(3.64003772246620e+001dB,-7.69966486324542e+001°)
3.67620735829489e+002	(3.63965798169709e+001dB,-7.69908626709812e+001°)
3.67790070422466e+002	(3.63927825864958e+001dB,-7.69850743144982e+001°)
3.67959483014864e+002	(3.63889855333845e+001dB,-7.69792835622339e+001°)
3.68128973642611e+002	(3.63851886577857e+001dB,-7.69734904134603e+001°)
3.68298542341652e+002	(3.63813919598436e+001dB,-7.69676948674045e+001°)
3.68468189147948e+002	(3.63775954397059e+001dB,-7.69618969233318e+001°)
3.68637914097478e+002	(3.63737990975201e+001dB,-7.69560965804627e+001°)
3.68807717226235e+002	(3.63700029334335e+001dB,-7.69502938380447e+001°)
3.68977598570231e+002	(3.63662069475938e+001dB,-7.69444886953467e+001°)
3.69147558165493e+002	(3.63624111401485e+001dB,-7.69386811515875e+001°)
3.69317596048067e+002	(3.63586155112440e+001dB,-7.69328712060345e+001°)
3.69487712254013e+002	(3.63548200610287e+001dB,-7.69270588579109e+001°)
3.69657906819408e+002	(3.63510247896506e+001dB,-7.69212441064831e+001°)
3.69828179780347e+002	(3.63472296972574e+001dB,-7.69154269509894e+001°)
3.69998531172940e+002	(3.63434347839970e+001dB,-7.69096073906785e+001°)
3.70168961033315e+002	(3.63396400500174e+001dB,-7.69037854247820e+001°)
3.70339469397617e+002	(3.63358454954676e+001dB,-7.68979610525693e+001°)
3.70510056302005e+002	(3.63320511204967e+001dB,-7.68921342732710e+001°)
3.70680721782657e+002	(3.63282569252513e+001dB,-7.68863050861277e+001°)
3.70851465875767e+002	(3.63244629098805e+001dB,-7.68804734904015e+001°)
3.71022288617546e+002	(3.63206690745327e+001dB,-7.68746394853483e+001°)
3.71193190044221e+002	(3.63168754193561e+001dB,-7.68688030701852e+001°)
3.71364170192037e+002	(3.63130819445026e+001dB,-7.68629642441727e+001°)
3.71535229097253e+002	(3.63092886501171e+001dB,-7.68571230065592e+001°)
3.71706366796149e+002	(3.63054955363520e+001dB,-7.68512793565874e+001°)
3.71877583325017e+002	(3.63017026033563e+001dB,-7.68454332935051e+001°)
3.72048878720168e+002	(3.62979098512778e+001dB,-7.68395848165642e+001°)
3.72220253017931e+002	(3.62941172802659e+001dB,-7.68337339250056e+001°)
3.72391706254650e+002	(3.62903248904699e+001dB,-7.68278806180858e+001°)
3.72563238466685e+002	(3.62865326820409e+001dB,-7.68220248950446e+001°)
3.72734849690415e+002	(3.62827406551296e+001dB,-7.68161667551320e+001°)
3.72906539962234e+002	(3.62789488098817e+001dB,-7.68103061975968e+001°)
3.73078309318554e+002	(3.62751571464504e+001dB,-7.68044432216664e+001°)
3.73250157795802e+002	(3.62713656649846e+001dB,-7.67985778266266e+001°)
3.73422085430424e+002	(3.62675743656373e+001dB,-7.67927100116928e+001°)
3.73594092258881e+002	(3.62637832485554e+001dB,-7.67868397761277e+001°)
3.73766178317653e+002	(3.62599923138881e+001dB,-7.67809671191774e+001°)
3.73938343643233e+002	(3.62562015617903e+001dB,-7.67750920400881e+001°)
3.74110588272135e+002	(3.62524109924090e+001dB,-7.67692145381153e+001°)
3.74282912240887e+002	(3.62486206058976e+001dB,-7.67633346124875e+001°)
3.74455315586035e+002	(3.62448304024063e+001dB,-7.67574522624810e+001°)
3.74627798344142e+002	(3.62410403820836e+001dB,-7.67515674873225e+001°)
3.74800360551786e+002	(3.62372505450846e+001dB,-7.67456802862714e+001°)
3.74973002245565e+002	(3.62334608915570e+001dB,-7.67397906585641e+001°)
3.75145723462092e+002	(3.62296714216538e+001dB,-7.67338986034690e+001°)
3.75318524237996e+002	(3.62258821355245e+001dB,-7.67280041202216e+001°)
3.75491404609924e+002	(3.62220930333236e+001dB,-7.67221072080679e+001°)
3.75664364614541e+002	(3.62183041152000e+001dB,-7.67162078662687e+001°)
3.75837404288526e+002	(3.62145153813098e+001dB,-7.67103060940583e+001°)
3.76010523668578e+002	(3.62107268317988e+001dB,-7.67044018907015e+001°)
3.76183722791411e+002	(3.62069384668228e+001dB,-7.66984952554419e+001°)
3.76357001693755e+002	(3.62031502865305e+001dB,-7.66925861875220e+001°)
3.76530360412360e+002	(3.61993622910797e+001dB,-7.66866746862058e+001°)
3.76703798983991e+002	(3.61955744806166e+001dB,-7.66807607507182e+001°)
3.76877317445430e+002	(3.61917868552974e+001dB,-7.66748443803381e+001°)
3.77050915833475e+002	(3.61879994152738e+001dB,-7.66689255743004e+001°)
3.77224594184944e+002	(3.61842121606976e+001dB,-7.66630043318553e+001°)
3.77398352536668e+002	(3.61804250917201e+001dB,-7.66570806522527e+001°)
3.77572190925499e+002	(3.61766382084984e+001dB,-7.66511545347584e+001°)
3.77746109388302e+002	(3.61728515111810e+001dB,-7.66452259786044e+001°)
3.77920107961962e+002	(3.61690649999252e+001dB,-7.66392949830339e+001°)
3.78094186683379e+002	(3.61652786748800e+001dB,-7.66333615473154e+001°)
3.78268345589472e+002	(3.61614925362012e+001dB,-7.66274256706961e+001°)
3.78442584717176e+002	(3.61577065840400e+001dB,-7.66214873524219e+001°)
3.78616904103442e+002	(3.61539208185540e+001dB,-7.66155465917498e+001°)
3.78791303785239e+002	(3.61501352398909e+001dB,-7.66096033879242e+001°)
3.78965783799554e+002	(3.61463498482086e+001dB,-7.66036577402061e+001°)
3.79140344183389e+002	(3.61425646436618e+001dB,-7.65977096478288e+001°)
3.79314984973765e+002	(3.61387796263998e+001dB,-7.65917591100672e+001°)
3.79489706207718e+002	(3.61349947965817e+001dB,-7.65858061261539e+001°)
3.79664507922303e+002	(3.61312101543564e+001dB,-7.65798506953518e+001°)
3.79839390154590e+002	(3.61274256998823e+001dB,-7.65738928168975e+001°)
3.80014352941669e+002	(3.61236414333133e+001dB,-7.65679324900587e+001°)
3.80189396320644e+002	(3.61198573548021e+001dB,-7.65619697140809e+001°)
3.80364520328639e+002	(3.61160734645040e+001dB,-7.65560044882198e+001°)
3.80539725002792e+002	(3.61122897625742e+001dB,-7.65500368117201e+001°)
3.80715010380261e+002	(3.61085062491668e+001dB,-7.65440666838468e+001°)
3.80890376498219e+002	(3.61047229244375e+001dB,-7.65380941038382e+001°)
3.81065823393857e+002	(3.61009397885395e+001dB,-7.65321190709473e+001°)
3.81241351104383e+002	(3.60971568416296e+001dB,-7.65261415844379e+001°)
3.81416959667022e+002	(3.60933740838631e+001dB,-7.65201616435513e+001°)
3.81592649119017e+002	(3.60895915153945e+001dB,-7.65141792475605e+001°)
3.81768419497628e+002	(3.60858091363810e+001dB,-7.65081943956954e+001°)
3.81944270840130e+002	(3.60820269469755e+001dB,-7.65022070872114e+001°)
3.82120203183818e+002	(3.60782449473354e+001dB,-7.64962173213744e+001°)
3.82296216566003e+002	(3.60744631376159e+001dB,-7.64902250974337e+001°)
3.82472311024013e+002	(3.60706815179753e+001dB,-7.64842304146328e+001°)
3.82648486595193e+002	(3.60669000885635e+001dB,-7.64782332722403e+001°)
3.82824743316907e+002	(3.60631188495438e+001dB,-7.64722336695044e+001°)
3.83001081226533e+002	(3.60593378010676e+001dB,-7.64662316056769e+001°)
3.83177500361468e+002	(3.60555569432939e+001dB,-7.64602270800043e+001°)
3.83354000759128e+002	(3.60517762763775e+001dB,-7.64542200917480e+001°)
3.83530582456943e+002	(3.60479958004743e+001dB,-7.64482106401742e+001°)
3.83707245492363e+002	(3.60442155157442e+001dB,-7.64421987245278e+001°)
3.83883989902853e+002	(3.60404354223404e+001dB,-7.64361843440470e+001°)
3.84060815725896e+002	(3.60366555204245e+001dB,-7.64301674980075e+001°)
3.84237722998993e+002	(3.60328758101480e+001dB,-7.64241481856566e+001°)
3.84414711759662e+002	(3.60290962916704e+001dB,-7.64181264062474e+001°)
3.84591782045438e+002	(3.60253169651498e+001dB,-7.64121021590374e+001°)
3.84768933893873e+002	(3.60215378307437e+001dB,-7.64060754432888e+001°)
3.84946167342537e+002	(3.60177588886063e+001dB,-7.64000462582468e+001°)
3.85123482429016e+002	(3.60139801388998e+001dB,-7.63940146031677e+001°)
3.85300879190915e+002	(3.60102015817802e+001dB,-7.63879804773117e+001°)
3.85478357665856e+002	(3.60064232174025e+001dB,-7.63819438799328e+001°)
3.85655917891478e+002	(3.60026450459293e+001dB,-7.63759048102804e+001°)
3.85833559905436e+002	(3.59988670675138e+001dB,-7.63698632676176e+001°)
3.86011283745405e+002	(3.59950892823159e+001dB,-7.63638192511974e+001°)
3.86189089449075e+002	(3.59913116904979e+001dB,-7.63577727602829e+001°)
3.86366977054154e+002	(3.59875342922131e+001dB,-7.63517237941303e+001°)
3.86544946598369e+002	(3.59837570876220e+001dB,-7.63456723519804e+001°)
3.86722998119462e+002	(3.59799800768817e+001dB,-7.63396184331043e+001°)
3.86901131655194e+002	(3.59762032601527e+001dB,-7.63335620367469e+001°)
3.87079347243342e+002	(3.59724266375938e+001dB,-7.63275031621835e+001°)
3.87257644921702e+002	(3.59686502093617e+001dB,-7.63214418086626e+001°)
3.87436024728087e+002	(3.59648739756186e+001dB,-7.63153779754273e+001°)
3.87614486700326e+002	(3.59610979365208e+001dB,-7.63093116617563e+001°)
3.87793030876268e+002	(3.59573220922308e+001dB,-7.63032428668915e+001°)
3.87971657293776e+002	(3.59535464429046e+001dB,-7.62971715900998e+001°)
3.88150365990733e+002	(3.59497709887043e+001dB,-7.62910978306429e+001°)
3.88329157005040e+002	(3.59459957297858e+001dB,-7.62850215877655e+001°)
3.88508030374613e+002	(3.59422206663145e+001dB,-7.62789428607183e+001°)
3.88686986137388e+002	(3.59384457984453e+001dB,-7.62728616487915e+001°)
3.88866024331315e+002	(3.59346711263404e+001dB,-7.62667779512184e+001°)
3.89045144994366e+002	(3.59308966501576e+001dB,-7.62606917672677e+001°)
3.89224348164527e+002	(3.59271223700617e+001dB,-7.62546030961874e+001°)
3.89403633879803e+002	(3.59233482862082e+001dB,-7.62485119372552e+001°)
3.89583002178216e+002	(3.59195743987593e+001dB,-7.62424182897020e+001°)
3.89762453097805e+002	(3.59158007078767e+001dB,-7.62363221528101e+001°)
3.89941986676629e+002	(3.59120272137196e+001dB,-7.62302235258349e+001°)
3.90121602952761e+002	(3.59082539164491e+001dB,-7.62241224080264e+001°)
3.90301301964295e+002	(3.59044808162254e+001dB,-7.62180187986597e+001°)
3.90481083749339e+002	(3.59007079132107e+001dB,-7.62119126969731e+001°)
3.90660948346022e+002	(3.58969352075652e+001dB,-7.62058041022459e+001°)
3.90840895792488e+002	(3.58931626994518e+001dB,-7.61996930137258e+001°)
3.91020926126899e+002	(3.58893903890292e+001dB,-7.61935794306749e+001°)
3.91201039387437e+002	(3.58856182764606e+001dB,-7.61874633523657e+001°)
3.91381235612298e+002	(3.58818463619053e+001dB,-7.61813447780336e+001°)
3.91561514839698e+002	(3.58780746455277e+001dB,-7.61752237069653e+001°)
3.91741877107869e+002	(3.58743031274866e+001dB,-7.61691001384053e+001°)
3.91922322455063e+002	(3.58705318079482e+001dB,-7.61629740716188e+001°)
3.92102850919547e+002	(3.58667606870726e+001dB,-7.61568455058750e+001°)
3.92283462539607e+002	(3.58629897650191e+001dB,-7.61507144404320e+001°)
3.92464157353546e+002	(3.58592190419530e+001dB,-7.61445808745274e+001°)
3.92644935399686e+002	(3.58554485180346e+001dB,-7.61384448074544e+001°)
3.92825796716365e+002	(3.58516781934299e+001dB,-7.61323062384650e+001°)
3.93006741341940e+002	(3.58479080682970e+001dB,-7.61261651668096e+001°)
3.93187769314784e+002	(3.58441381428003e+001dB,-7.61200215917699e+001°)
3.93368880673289e+002	(3.58403684171050e+001dB,-7.61138755125857e+001°)
3.93550075455864e+002	(3.58365988913708e+001dB,-7.61077269285418e+001°)
3.93731353700937e+002	(3.58328295657615e+001dB,-7.61015758388821e+001°)
3.93912715446952e+002	(3.58290604404391e+001dB,-7.60954222428751e+001°)
3.94094160732372e+002	(3.58252915155717e+001dB,-7.60892661397844e+001°)
3.94275689595677e+002	(3.58215227913176e+001dB,-7.60831075288871e+001°)
3.94457302075365e+002	(3.58177542678424e+001dB,-7.60769464094148e+001°)
3.94638998209952e+002	(3.58139859453085e+001dB,-7.60707827806592e+001°)
3.94820778037970e+002	(3.58102178238805e+001dB,-7.60646166418711e+001°)
3.95002641597971e+002	(3.58064499037223e+001dB,-7.60584479923207e+001°)
3.95184588928524e+002	(3.58026821849957e+001dB,-7.60522768312622e+001°)
3.95366620068215e+002	(3.57989146678672e+001dB,-7.60461031579602e+001°)
3.95548735055649e+002	(3.57951473525014e+001dB,-7.60399269716936e+001°)
3.95730933929449e+002	(3.57913802390618e+001dB,-7.60337482717099e+001°)
3.95913216728253e+002	(3.57876133277127e+001dB,-7.60275670572817e+001°)
3.96095583490721e+002	(3.57838466186177e+001dB,-7.60213833276760e+001°)
3.96278034255527e+002	(3.57800801119421e+001dB,-7.60151970821438e+001°)
3.96460569061365e+002	(3.57763138078516e+001dB,-7.60090083199613e+001°)
3.96643187946946e+002	(3.57725477065085e+001dB,-7.60028170403986e+001°)
3.96825890950999e+002	(3.57687818080807e+001dB,-7.59966232427156e+001°)
3.97008678112272e+002	(3.57650161127314e+001dB,-7.59904269261710e+001°)
3.97191549469528e+002	(3.57612506206267e+001dB,-7.59842280900336e+001°)
3.97374505061551e+002	(3.57574853319325e+001dB,-7.59780267335666e+001°)
3.97557544927141e+002	(3.57537202468122e+001dB,-7.59718228560574e+001°)
3.97740669105116e+002	(3.57499553654325e+001dB,-7.59656164567477e+001°)
3.97923877634313e+002	(3.57461906879589e+001dB,-7.59594075349089e+001°)
3.98107170553585e+002	(3.57424262145576e+001dB,-7.59531960898120e+001°)
3.98290547901805e+002	(3.57386619453938e+001dB,-7.59469821207273e+001°)
3.98474009717863e+002	(3.57348978806358e+001dB,-7.59407656269094e+001°)
3.98657556040666e+002	(3.57311340204452e+001dB,-7.59345466076321e+001°)
3.98841186909141e+002	(3.57273703649926e+001dB,-7.59283250621594e+001°)
3.99024902362230e+002	(3.57236069144416e+001dB,-7.59221009897693e+001°)
3.99208702438896e+002	(3.57198436689598e+001dB,-7.59158743897191e+001°)
3.99392587178118e+002	(3.57160806287143e+001dB,-7.59096452612860e+001°)
3.99576556618894e+002	(3.57123177938709e+001dB,-7.59034136037210e+001°)
3.99760610800239e+002	(3.57085551645978e+001dB,-7.58971794163053e+001°)
3.99944749761186e+002	(3.57047927410591e+001dB,-7.58909426983037e+001°)
4.00128973540787e+002	(3.57010305234234e+001dB,-7.58847034489912e+001°)
4.00313282178112e+002	(3.56972685118574e+001dB,-7.58784616676269e+001°)
4.00497675712248e+002	(3.56935067065307e+001dB,-7.58722173534845e+001°)
4.00682154182300e+002	(3.56897451076086e+001dB,-7.58659705058369e+001°)
4.00866717627391e+002	(3.56859837152604e+001dB,-7.58597211239316e+001°)
4.01051366086664e+002	(3.56822225296497e+001dB,-7.58534692070704e+001°)
4.01236099599278e+002	(3.56784615509480e+001dB,-7.58472147544999e+001°)
4.01420918204410e+002	(3.56747007793237e+001dB,-7.58409577655060e+001°)
4.01605821941256e+002	(3.56709402149400e+001dB,-7.58346982393383e+001°)
4.01790810849029e+002	(3.56671798579714e+001dB,-7.58284361752823e+001°)
4.01975884966961e+002	(3.56634197085809e+001dB,-7.58221715726017e+001°)
4.02161044334302e+002	(3.56596597669383e+001dB,-7.58159044305751e+001°)
4.02346288990320e+002	(3.56559000332141e+001dB,-7.58096347484708e+001°)
4.02531618974301e+002	(3.56521405075741e+001dB,-7.58033625255509e+001°)
4.02717034325548e+002	(3.56483811901899e+001dB,-7.57970877610978e+001°)
4.02902535083384e+002	(3.56446220812251e+001dB,-7.57908104543621e+001°)
4.03088121287150e+002	(3.56408631808538e+001dB,-7.57845306046504e+001°)
4.03273792976202e+002	(3.56371044892458e+001dB,-7.57782482112129e+001°)
4.03459550189919e+002	(3.56333460065639e+001dB,-7.57719632733086e+001°)
4.03645392967694e+002	(3.56295877329836e+001dB,-7.57656757902273e+001°)
4.03831321348941e+002	(3.56258296686709e+001dB,-7.57593857612423e+001°)
4.04017335373090e+002	(3.56220718137965e+001dB,-7.57530931856167e+001°)
4.04203435079590e+002	(3.56183141685304e+001dB,-7.57467980626430e+001°)
4.04389620507909e+002	(3.56145567330416e+001dB,-7.57405003915631e+001°)
4.04575891697532e+002	(3.56107995074997e+001dB,-7.57342001716683e+001°)
4.04762248687963e+002	(3.56070424920748e+001dB,-7.57278974022394e+001°)
4.04948691518724e+002	(3.56032856869371e+001dB,-7.57215920825317e+001°)
4.05135220229354e+002	(3.55995290922576e+001dB,-7.57152842118250e+001°)
4.05321834859412e+002	(3.55957727082050e+001dB,-7.57089737894081e+001°)
4.05508535448474e+002	(3.55920165349509e+001dB,-7.57026608145299e+001°)
4.05695322036135e+002	(3.55882605726677e+001dB,-7.56963452864834e+001°)
4.05882194662008e+002	(3.55845048215213e+001dB,-7.56900272045308e+001°)
4.06069153365725e+002	(3.55807492816864e+001dB,-7.56837065679543e+001°)
4.06256198186934e+002	(3.55769939533323e+001dB,-7.56773833760300e+001°)
4.06443329165303e+002	(3.55732388366318e+001dB,-7.56710576280291e+001°)
4.06630546340518e+002	(3.55694839317528e+001dB,-7.56647293232263e+001°)
4.06817849752285e+002	(3.55657292388688e+001dB,-7.56583984609016e+001°)
4.07005239440324e+002	(3.55619747581511e+001dB,-7.56520650403191e+001°)
4.07192715444377e+002	(3.55582204897704e+001dB,-7.56457290607772e+001°)
4.07380277804203e+002	(3.55544664339001e+001dB,-7.56393905215243e+001°)
4.07567926559580e+002	(3.55507125907081e+001dB,-7.56330494218572e+001°)
4.07755661750303e+002	(3.55469589603696e+001dB,-7.56267057610384e+001°)
4.07943483416186e+002	(3.55432055430573e+001dB,-7.56203595383691e+001°)
4.08131391597063e+002	(3.55394523389399e+001dB,-7.56140107530949e+001°)
4.08319386332783e+002	(3.55356993481932e+001dB,-7.56076594045013e+001°)
4.08507467663216e+002	(3.55319465709869e+001dB,-7.56013054918877e+001°)
4.08695635628249e+002	(3.55281940074938e+001dB,-7.55949490145033e+001°)
4.08883890267788e+002	(3.55244416578863e+001dB,-7.55885899716366e+001°)
4.09072231621759e+002	(3.55206895223384e+001dB,-7.55822283625757e+001°)
4.09260659730102e+002	(3.55169376010227e+001dB,-7.55758641865931e+001°)
4.09449174632779e+002	(3.55131858941118e+001dB,-7.55694974429506e+001°)
4.09637776369771e+002	(3.55094344017773e+001dB,-7.55631281309494e+001°)
4.09826464981074e+002	(3.55056831241956e+001dB,-7.55567562498556e+001°)
4.10015240506704e+002	(3.55019320615345e+001dB,-7.55503817989488e+001°)
4.10204102986698e+002	(3.54981812139744e+001dB,-7.55440047775194e+001°)
4.10393052461108e+002	(3.54944305816841e+001dB,-7.55376251848360e+001°)
4.10582088970004e+002	(3.54906801648376e+001dB,-7.55312430201724e+001°)
4.10771212553479e+002	(3.54869299636080e+001dB,-7.55248582828310e+001°)
4.10960423251640e+002	(3.54831799781723e+001dB,-7.55184709720750e+001°)
4.11149721104614e+002	(3.54794302087041e+001dB,-7.55120810871862e+001°)
4.11339106152546e+002	(3.54756806553729e+001dB,-7.55056886274403e+001°)
4.11528578435602e+002	(3.54719313183579e+001dB,-7.54992935921335e+001°)
4.11718137993962e+002	(3.54681821978310e+001dB,-7.54928959805456e+001°)
4.11907784867829e+002	(3.54644332939693e+001dB,-7.54864957919322e+001°)
4.12097519097422e+002	(3.54606846069429e+001dB,-7.54800930256012e+001°)
4.12287340722978e+002	(3.54569361369301e+001dB,-7.54736876808318e+001°)
4.12477249784755e+002	(3.54531878841044e+001dB,-7.54672797568967e+001°)
4.12667246323028e+002	(3.54494398486405e+001dB,-7.54608692530834e+001°)
4.12857330378090e+002	(3.54456920307140e+001dB,-7.54544561686688e+001°)
4.13047501990253e+002	(3.54419444305004e+001dB,-7.54480405029343e+001°)
4.13237761199849e+002	(3.54381970481737e+001dB,-7.54416222551752e+001°)
4.13428108047227e+002	(3.54344498839110e+001dB,-7.54352014246670e+001°)
4.13618542572754e+002	(3.54307029378865e+001dB,-7.54287780106943e+001°)
4.13809064816817e+002	(3.54269562102742e+001dB,-7.54223520125407e+001°)
4.13999674819823e+002	(3.54232097012544e+001dB,-7.54159234294904e+001°)
4.14190372622193e+002	(3.54194634110014e+001dB,-7.54094922608213e+001°)
4.14381158264371e+002	(3.54157173396879e+001dB,-7.54030585058203e+001°)
4.14572031786818e+002	(3.54119714874943e+001dB,-7.53966221637844e+001°)
4.14762993230013e+002	(3.54082258545929e+001dB,-7.53901832339799e+001°)
4.14954042634455e+002	(3.54044804411637e+001dB,-7.53837417157026e+001°)
4.15145180040661e+002	(3.54007352473806e+001dB,-7.53772976082276e+001°)
4.15336405489166e+002	(3.53969902734231e+001dB,-7.53708509108594e+001°)
4.15527719020525e+002	(3.53932455194640e+001dB,-7.53644016228670e+001°)
4.15719120675311e+002	(3.53895009856831e+001dB,-7.53579497435343e+001°)
4.15910610494115e+002	(3.53857566722566e+001dB,-7.53514952721636e+001°)
4.16102188517548e+002	(3.53820125793608e+001dB,-7.53450382080325e+001°)
4.16293854786238e+002	(3.53782687071734e+001dB,-7.53385785504181e+001°)
4.16485609340834e+002	(3.53745250558734e+001dB,-7.53321162986214e+001°)
4.16677452222003e+002	(3.53707816256343e+001dB,-7.53256514519325e+001°)
4.16869383470428e+002	(3.53670384166374e+001dB,-7.53191840096226e+001°)
4.17061403126816e+002	(3.53632954290595e+001dB,-7.53127139709809e+001°)
4.17253511231887e+002	(3.53595526630756e+001dB,-7.53062413353059e+001°)
4.17445707826384e+002	(3.53558101188688e+001dB,-7.52997661018964e+001°)
4.17637992951067e+002	(3.53520677966117e+001dB,-7.52932882700104e+001°)
4.17830366646715e+002	(3.53483256964862e+001dB,-7.52868078389551e+001°)
4.18022828954126e+002	(3.53445838186697e+001dB,-7.52803248080223e+001°)
4.18215379914116e+002	(3.53408421633399e+001dB,-7.52738391764834e+001°)
4.18408019567521e+002	(3.53371007306770e+001dB,-7.52673509436440e+001°)
4.18600747955195e+002	(3.53333595208557e+001dB,-7.52608601087936e+001°)
4.18793565118012e+002	(3.53296185340591e+001dB,-7.52543666712125e+001°)
4.18986471096862e+002	(3.53258777704634e+001dB,-7.52478706301991e+001°)
4.19179465932657e+002	(3.53221372302498e+001dB,-7.52413719850423e+001°)
4.19372549666327e+002	(3.53183969135943e+001dB,-7.52348707350199e+001°)
4.19565722338819e+002	(3.53146568206810e+001dB,-7.52283668794440e+001°)
4.19758983991101e+002	(3.53109169516859e+001dB,-7.52218604175915e+001°)
4.19952334664160e+002	(3.53071773067870e+001dB,-7.52153513487582e+001°)
4.20145774398999e+002	(3.53034378861664e+001dB,-7.52088396722303e+001°)
4.20339303236644e+002	(3.52996986900030e+001dB,-7.52023253873074e+001°)
4.20532921218136e+002	(3.52959597184764e+001dB,-7.51958084932840e+001°)
4.20726628384538e+002	(3.52922209717697e+001dB,-7.51892889894301e+001°)
4.20920424776930e+002	(3.52884824500577e+001dB,-7.51827668750723e+001°)
4.21114310436412e+002	(3.52847441535242e+001dB,-7.51762421494798e+001°)
4.21308285404103e+002	(3.52810060823488e+001dB,-7.51697148119398e+001°)
4.21502349721139e+002	(3.52772682367107e+001dB,-7.51631848617730e+001°)
