Freq.	-I(R)/I(Rl)
2.11738581848646e+000	(8.09627585392132e+001dB,-8.99237566891393e+001°)
2.11836113524856e+000	(8.09587585462982e+001dB,-8.99237215693355e+001°)
2.11933690126406e+000	(8.09547585533909e+001dB,-8.99236864343951e+001°)
2.12031311673991e+000	(8.09507585604901e+001dB,-8.99236512823949e+001°)
2.12128978188312e+000	(8.09467585675947e+001dB,-8.99236161142788e+001°)
2.12226689690084e+000	(8.09427585747070e+001dB,-8.99235809300350e+001°)
2.12324446200028e+000	(8.09387585818260e+001dB,-8.99235457296516e+001°)
2.12422247738875e+000	(8.09347585889501e+001dB,-8.99235105140699e+001°)
2.12520094327369e+000	(8.09307585960821e+001dB,-8.99234752804183e+001°)
2.12617985986258e+000	(8.09267586032207e+001dB,-8.99234400324970e+001°)
2.12715922736304e+000	(8.09227586103646e+001dB,-8.99234047664839e+001°)
2.12813904598277e+000	(8.09187586175163e+001dB,-8.99233694842726e+001°)
2.12911931592956e+000	(8.09147586246760e+001dB,-8.99233341877533e+001°)
2.13010003741131e+000	(8.09107586318409e+001dB,-8.99232988731091e+001°)
2.13108121063600e+000	(8.09067586390111e+001dB,-8.99232635422311e+001°)
2.13206283581171e+000	(8.09027586461892e+001dB,-8.99232281960571e+001°)
2.13304491314663e+000	(8.08987586533740e+001dB,-8.99231928336245e+001°)
2.13402744284903e+000	(8.08947586605641e+001dB,-8.99231574549217e+001°)
2.13501042512729e+000	(8.08907586677621e+001dB,-8.99231220589882e+001°)
2.13599386018985e+000	(8.08867586749666e+001dB,-8.99230866477094e+001°)
2.13697774824530e+000	(8.08827586821778e+001dB,-8.99230512201247e+001°)
2.13796208950229e+000	(8.08787586893944e+001dB,-8.99230157762220e+001°)
2.13894688416957e+000	(8.08747586966190e+001dB,-8.99229803150430e+001°)
2.13993213245600e+000	(8.08707587038501e+001dB,-8.99229448365770e+001°)
2.14091783457052e+000	(8.08667587110880e+001dB,-8.99229093427050e+001°)
2.14190399072218e+000	(8.08627587183312e+001dB,-8.99228738343591e+001°)
2.14289060112012e+000	(8.08587587255836e+001dB,-8.99228383086903e+001°)
2.14387766597357e+000	(8.08547587328415e+001dB,-8.99228027666322e+001°)
2.14486518549186e+000	(8.08507587401060e+001dB,-8.99227672081732e+001°)
2.14585315988443e+000	(8.08467587473759e+001dB,-8.99227316323577e+001°)
2.14684158936080e+000	(8.08427587546538e+001dB,-8.99226960391751e+001°)
2.14783047413059e+000	(8.08387587619384e+001dB,-8.99226604333286e+001°)
2.14881981440353e+000	(8.08347587692297e+001dB,-8.99226248091472e+001°)
2.14980961038942e+000	(8.08307587765278e+001dB,-8.99225891685054e+001°)
2.15079986229818e+000	(8.08267587838312e+001dB,-8.99225535095085e+001°)
2.15179057033981e+000	(8.08227587911428e+001dB,-8.99225178387342e+001°)
2.15278173472443e+000	(8.08187587984609e+001dB,-8.99224821458179e+001°)
2.15377335566224e+000	(8.08147588057859e+001dB,-8.99224464401569e+001°)
2.15476543336352e+000	(8.08107588131176e+001dB,-8.99224107160959e+001°)
2.15575796803869e+000	(8.08067588204553e+001dB,-8.99223749783219e+001°)
2.15675095989823e+000	(8.08027588278006e+001dB,-8.99223392230638e+001°)
2.15774440915273e+000	(8.07987588351526e+001dB,-8.99223034493728e+001°)
2.15873831601287e+000	(8.07947588425113e+001dB,-8.99222676591154e+001°)
2.15973268068945e+000	(8.07907588498768e+001dB,-8.99222318560299e+001°)
2.16072750339335e+000	(8.07867588572478e+001dB,-8.99221960335396e+001°)
2.16172278433553e+000	(8.07827588646268e+001dB,-8.99221601944465e+001°)
2.16271852372708e+000	(8.07787588720140e+001dB,-8.99221243415473e+001°)
2.16371472177917e+000	(8.07747588794067e+001dB,-8.99220884701475e+001°)
2.16471137870306e+000	(8.07707588868062e+001dB,-8.99220525821083e+001°)
2.16570849471013e+000	(8.07667588942125e+001dB,-8.99220166774180e+001°)
2.16670607001184e+000	(8.07627589016243e+001dB,-8.99219807560647e+001°)
2.16770410481976e+000	(8.07587589090443e+001dB,-8.99219448189706e+001°)
2.16870259934553e+000	(8.07547589164723e+001dB,-8.99219088651889e+001°)
2.16970155380091e+000	(8.07507589239059e+001dB,-8.99218728937746e+001°)
2.17070096839777e+000	(8.07467589313464e+001dB,-8.99218369075153e+001°)
2.17170084334805e+000	(8.07427589387938e+001dB,-8.99218009035997e+001°)
2.17270117886381e+000	(8.07387589462480e+001dB,-8.99217648838809e+001°)
2.17370197515718e+000	(8.07347589537077e+001dB,-8.99217288474143e+001°)
2.17470323244041e+000	(8.07307589611756e+001dB,-8.99216927932571e+001°)
2.17570495092586e+000	(8.07267589686503e+001dB,-8.99216567241905e+001°)
2.17670713082595e+000	(8.07227589761320e+001dB,-8.99216206374095e+001°)
2.17770977235322e+000	(8.07187589836206e+001dB,-8.99215845338334e+001°)
2.17871287572032e+000	(8.07147589911160e+001dB,-8.99215484143794e+001°)
2.17971644113997e+000	(8.07107589986184e+001dB,-8.99215122781058e+001°)
2.18072046882501e+000	(8.07067590061277e+001dB,-8.99214761240720e+001°)
2.18172495898836e+000	(8.07027590136438e+001dB,-8.99214399531955e+001°)
2.18272991184306e+000	(8.06987590211669e+001dB,-8.99214037682475e+001°)
2.18373532760224e+000	(8.06947590286969e+001dB,-8.99213675645762e+001°)
2.18474120647911e+000	(8.06907590362339e+001dB,-8.99213313440258e+001°)
2.18574754868700e+000	(8.06867590437778e+001dB,-8.99212951084372e+001°)
2.18675435443933e+000	(8.06827590513286e+001dB,-8.99212588540922e+001°)
2.18776162394961e+000	(8.06787590588865e+001dB,-8.99212225856092e+001°)
2.18876935743148e+000	(8.06747590664512e+001dB,-8.99211862983470e+001°)
2.18977755509864e+000	(8.06707590740229e+001dB,-8.99211499941455e+001°)
2.19078621716491e+000	(8.06667590816015e+001dB,-8.99211136739173e+001°)
2.19179534384419e+000	(8.06627590891873e+001dB,-8.99210773385729e+001°)
2.19280493535051e+000	(8.06587590967799e+001dB,-8.99210409853279e+001°)
2.19381499189797e+000	(8.06547591043783e+001dB,-8.99210046150945e+001°)
2.19482551370078e+000	(8.06507591119862e+001dB,-8.99209682269385e+001°)
2.19583650097325e+000	(8.06467591195999e+001dB,-8.99209318226934e+001°)
2.19684795392978e+000	(8.06427591272205e+001dB,-8.99208954014244e+001°)
2.19785987278489e+000	(8.06387591348482e+001dB,-8.99208589649623e+001°)
2.19887225775316e+000	(8.06347591424822e+001dB,-8.99208225123718e+001°)
2.19988510904931e+000	(8.06307591501240e+001dB,-8.99207860399580e+001°)
2.20089842688814e+000	(8.06267591577728e+001dB,-8.99207495532330e+001°)
2.20191221148454e+000	(8.06227591654286e+001dB,-8.99207130485028e+001°)
2.20292646305352e+000	(8.06187591730914e+001dB,-8.99206765266759e+001°)
2.20394118181017e+000	(8.06147591807614e+001dB,-8.99206399886592e+001°)
2.20495636796970e+000	(8.06107591884384e+001dB,-8.99206034335214e+001°)
2.20597202174739e+000	(8.06067591961224e+001dB,-8.99205668612505e+001°)
2.20698814335865e+000	(8.06027592038135e+001dB,-8.99205302727522e+001°)
2.20800473301896e+000	(8.05987592115130e+001dB,-8.99204936661792e+001°)
2.20902179094393e+000	(8.05947592192183e+001dB,-8.99204570433543e+001°)
2.21003931734925e+000	(8.05907592269307e+001dB,-8.99204204060967e+001°)
2.21105731245070e+000	(8.05867592346502e+001dB,-8.99203837488962e+001°)
2.21207577646419e+000	(8.05827592423768e+001dB,-8.99203470763213e+001°)
2.21309470960570e+000	(8.05787592501106e+001dB,-8.99203103874429e+001°)
2.21411411209133e+000	(8.05747592578514e+001dB,-8.99202736785898e+001°)
2.21513398413726e+000	(8.05707592655993e+001dB,-8.99202369552385e+001°)
2.21615432595978e+000	(8.05667592733545e+001dB,-8.99202002164596e+001°)
2.21717513777530e+000	(8.05627592811166e+001dB,-8.99201634567594e+001°)
2.21819641980028e+000	(8.05587592888860e+001dB,-8.99201266825207e+001°)
2.21921817225133e+000	(8.05547592966626e+001dB,-8.99200898919032e+001°)
2.22024039534514e+000	(8.05507593044476e+001dB,-8.99200530830698e+001°)
2.22126308929849e+000	(8.05467593122385e+001dB,-8.99200162578331e+001°)
2.22228625432827e+000	(8.05427593200366e+001dB,-8.99199794143576e+001°)
2.22330989065147e+000	(8.05387593278418e+001dB,-8.99199425562756e+001°)
2.22433399848518e+000	(8.05347593356542e+001dB,-8.99199056799304e+001°)
2.22535857804658e+000	(8.05307593434738e+001dB,-8.99198687871312e+001°)
2.22638362955297e+000	(8.05267593513006e+001dB,-8.99198318760458e+001°)
2.22740915322174e+000	(8.05227593591359e+001dB,-8.99197949493908e+001°)
2.22843514927037e+000	(8.05187593669771e+001dB,-8.99197580044261e+001°)
2.22946161791645e+000	(8.05147593748256e+001dB,-8.99197210447738e+001°)
2.23048855937767e+000	(8.05107593826813e+001dB,-8.99196840649717e+001°)
2.23151597387183e+000	(8.05067593905442e+001dB,-8.99196470704558e+001°)
2.23254386161681e+000	(8.05027593984157e+001dB,-8.99196100575828e+001°)
2.23357222283060e+000	(8.04987594062931e+001dB,-8.99195730272487e+001°)
2.23460105773129e+000	(8.04947594141778e+001dB,-8.99195359821598e+001°)
2.23563036653707e+000	(8.04907594220697e+001dB,-8.99194989195836e+001°)
2.23666014946624e+000	(8.04867594299688e+001dB,-8.99194618376976e+001°)
2.23769040673719e+000	(8.04827594378753e+001dB,-8.99194247401120e+001°)
2.23872113856840e+000	(8.04787594457890e+001dB,-8.99193876240990e+001°)
2.23975234517848e+000	(8.04747594537113e+001dB,-8.99193504932643e+001°)
2.24078402678612e+000	(8.04707594616390e+001dB,-8.99193133439778e+001°)
2.24181618361011e+000	(8.04667594695746e+001dB,-8.99192761780352e+001°)
2.24284881586935e+000	(8.04627594775189e+001dB,-8.99192389945208e+001°)
2.24388192378283e+000	(8.04587594854692e+001dB,-8.99192017952273e+001°)
2.24491550756966e+000	(8.04547594934267e+001dB,-8.99191645783367e+001°)
2.24594956744902e+000	(8.04507595013929e+001dB,-8.99191273429355e+001°)
2.24698410364022e+000	(8.04467595093651e+001dB,-8.99190900899142e+001°)
2.24801911636266e+000	(8.04427595173460e+001dB,-8.99190528228639e+001°)
2.24905460583585e+000	(8.04387595253329e+001dB,-8.99190155354657e+001°)
2.25009057227937e+000	(8.04347595333272e+001dB,-8.99189782331107e+001°)
2.25112701591295e+000	(8.04307595413287e+001dB,-8.99189409112862e+001°)
2.25216393695637e+000	(8.04267595493378e+001dB,-8.99189035735788e+001°)
2.25320133562955e+000	(8.04227595573541e+001dB,-8.99188662199743e+001°)
2.25423921215250e+000	(8.04187595653779e+001dB,-8.99188288477638e+001°)
2.25527756674531e+000	(8.04147595734104e+001dB,-8.99187914578344e+001°)
2.25631639962822e+000	(8.04107595814489e+001dB,-8.99187540510717e+001°)
2.25735571102151e+000	(8.04067595894949e+001dB,-8.99187166283597e+001°)
2.25839550114562e+000	(8.04027595975495e+001dB,-8.99186791869942e+001°)
2.25943577022104e+000	(8.03987596056103e+001dB,-8.99186417287571e+001°)
2.26047651846841e+000	(8.03947596136785e+001dB,-8.99186042536352e+001°)
2.26151774610843e+000	(8.03907596217554e+001dB,-8.99185667598249e+001°)
2.26255945336192e+000	(8.03867596298384e+001dB,-8.99185292500002e+001°)
2.26360164044982e+000	(8.03827596379290e+001dB,-8.99184917241469e+001°)
2.26464430759313e+000	(8.03787596460269e+001dB,-8.99184541786744e+001°)
2.26568745501298e+000	(8.03747596541322e+001dB,-8.99184166162542e+001°)
2.26673108293060e+000	(8.03707596622465e+001dB,-8.99183790377667e+001°)
2.26777519156733e+000	(8.03667596703668e+001dB,-8.99183414423046e+001°)
2.26881978114458e+000	(8.03627596784946e+001dB,-8.99183038280700e+001°)
2.26986485188389e+000	(8.03587596866299e+001dB,-8.99182661968363e+001°)
2.27091040400690e+000	(8.03547596947740e+001dB,-8.99182285476989e+001°)
2.27195643773533e+000	(8.03507597029257e+001dB,-8.99181908833197e+001°)
2.27300295329104e+000	(8.03467597110835e+001dB,-8.99181531992290e+001°)
2.27404995089596e+000	(8.03427597192488e+001dB,-8.99181154989790e+001°)
2.27509743077214e+000	(8.03387597274216e+001dB,-8.99180777807756e+001°)
2.27614539314171e+000	(8.03347597356033e+001dB,-8.99180400463860e+001°)
2.27719383822693e+000	(8.03307597437912e+001dB,-8.99180022940177e+001°)
2.27824276625015e+000	(8.03267597519866e+001dB,-8.99179645236587e+001°)
2.27929217743382e+000	(8.03227597601896e+001dB,-8.99179267361856e+001°)
2.28034207200049e+000	(8.03187597684014e+001dB,-8.99178889315854e+001°)
2.28139245017282e+000	(8.03147597766195e+001dB,-8.99178511089575e+001°)
2.28244331217357e+000	(8.03107597848458e+001dB,-8.99178132691771e+001°)
2.28349465822561e+000	(8.03067597930790e+001dB,-8.99177754122313e+001°)
2.28454648855189e+000	(8.03027598013211e+001dB,-8.99177375381069e+001°)
2.28559880337550e+000	(8.02987598095695e+001dB,-8.99176996459051e+001°)
2.28665160291959e+000	(8.02947598178255e+001dB,-8.99176617364995e+001°)
2.28770488740744e+000	(8.02907598260905e+001dB,-8.99176238098770e+001°)
2.28875865706243e+000	(8.02867598343617e+001dB,-8.99175858660246e+001°)
2.28981291210804e+000	(8.02827598426405e+001dB,-8.99175479031607e+001°)
2.29086765276784e+000	(8.02787598509270e+001dB,-8.99175099248102e+001°)
2.29192287926553e+000	(8.02747598592224e+001dB,-8.99174719283072e+001°)
2.29297859182489e+000	(8.02707598675241e+001dB,-8.99174339145229e+001°)
2.29403479066981e+000	(8.02667598758335e+001dB,-8.99173958807963e+001°)
2.29509147602429e+000	(8.02627598841531e+001dB,-8.99173578315294e+001°)
2.29614864811243e+000	(8.02587598924778e+001dB,-8.99173197649428e+001°)
2.29720630715842e+000	(8.02547599008101e+001dB,-8.99172816810236e+001°)
2.29826445338657e+000	(8.02507599091514e+001dB,-8.99172435788777e+001°)
2.29932308702129e+000	(8.02467599174991e+001dB,-8.99172054584934e+001°)
2.30038220828709e+000	(8.02427599258545e+001dB,-8.99171673216191e+001°)
2.30144181740858e+000	(8.02387599342189e+001dB,-8.99171291682406e+001°)
2.30250191461047e+000	(8.02347599425897e+001dB,-8.99170909957055e+001°)
2.30356250011760e+000	(8.02307599509681e+001dB,-8.99170528057612e+001°)
2.30462357415489e+000	(8.02267599593557e+001dB,-8.99170145992732e+001°)
2.30568513694735e+000	(8.02227599677496e+001dB,-8.99169763735927e+001°)
2.30674718872014e+000	(8.02187599761513e+001dB,-8.99169381313424e+001°)
2.30780972969847e+000	(8.02147599845633e+001dB,-8.99168998716308e+001°)
2.30887276010770e+000	(8.02107599929804e+001dB,-8.99168615935678e+001°)
2.30993628017325e+000	(8.02067600014052e+001dB,-8.99168232980182e+001°)
2.31100029012069e+000	(8.02027600098392e+001dB,-8.99167849840927e+001°)
2.31206479017566e+000	(8.01987600182796e+001dB,-8.99167466535311e+001°)
2.31312978056392e+000	(8.01947600267291e+001dB,-8.99167083054437e+001°)
2.31419526151132e+000	(8.01907600351851e+001dB,-8.99166699398176e+001°)
2.31526123324383e+000	(8.01867600436488e+001dB,-8.99166315566397e+001°)
2.31632769598752e+000	(8.01827600521217e+001dB,-8.99165931550229e+001°)
2.31739464996855e+000	(8.01787600606011e+001dB,-8.99165547358290e+001°)
2.31846209541320e+000	(8.01747600690882e+001dB,-8.99165162990450e+001°)
2.31953003254785e+000	(8.01707600775858e+001dB,-8.99164778437850e+001°)
2.32059846159899e+000	(8.01667600860899e+001dB,-8.99164393709097e+001°)
2.32166738279320e+000	(8.01627600946018e+001dB,-8.99164008821503e+001°)
2.32273679635718e+000	(8.01587601031196e+001dB,-8.99163623740045e+001°)
2.32380670251771e+000	(8.01547601116472e+001dB,-8.99163238499469e+001°)
2.32487710150172e+000	(8.01507601201814e+001dB,-8.99162853056075e+001°)
2.32594799353619e+000	(8.01467601287234e+001dB,-8.99162467462001e+001°)
2.32701937884823e+000	(8.01427601372746e+001dB,-8.99162081664872e+001°)
2.32809125766508e+000	(8.01387601458324e+001dB,-8.99161695699384e+001°)
2.32916363021404e+000	(8.01347601543993e+001dB,-8.99161309556701e+001°)
2.33023649672253e+000	(8.01307601629729e+001dB,-8.99160923254071e+001°)
2.33130985741810e+000	(8.01267601715569e+001dB,-8.99160536739228e+001°)
2.33238371252837e+000	(8.01227601801462e+001dB,-8.99160150064179e+001°)
2.33345806228107e+000	(8.01187601887434e+001dB,-8.99159763202736e+001°)
2.33453290690407e+000	(8.01147601973499e+001dB,-8.99159376180802e+001°)
2.33560824662529e+000	(8.01107602059630e+001dB,-8.99158988972214e+001°)
2.33668408167280e+000	(8.01067602145853e+001dB,-8.99158601585521e+001°)
2.33776041227476e+000	(8.01027602232142e+001dB,-8.99158214011929e+001°)
2.33883723865943e+000	(8.00987602318524e+001dB,-8.99157826268636e+001°)
2.33991456105517e+000	(8.00947602404973e+001dB,-8.99157438346846e+001°)
2.34099237969047e+000	(8.00907602491514e+001dB,-8.99157050237780e+001°)
2.34207069479390e+000	(8.00867602578122e+001dB,-8.99156661975901e+001°)
2.34314950659414e+000	(8.00827602664822e+001dB,-8.99156273500554e+001°)
2.34422881531999e+000	(8.00787602751603e+001dB,-8.99155884863480e+001°)
2.34530862120035e+000	(8.00747602838463e+001dB,-8.99155496047259e+001°)
2.34638892446420e+000	(8.00707602925390e+001dB,-8.99155107043130e+001°)
2.34746972534067e+000	(8.00667603012411e+001dB,-8.99154717876853e+001°)
2.34855102405895e+000	(8.00627603099498e+001dB,-8.99154328513788e+001°)
2.34963282084838e+000	(8.00587603186679e+001dB,-8.99153938979679e+001°)
2.35071511593836e+000	(8.00547603273927e+001dB,-8.99153549274387e+001°)
2.35179790955844e+000	(8.00507603361268e+001dB,-8.99153159363330e+001°)
2.35288120193824e+000	(8.00467603448677e+001dB,-8.99152769298048e+001°)
2.35396499330751e+000	(8.00427603536179e+001dB,-8.99152379043968e+001°)
2.35504928389608e+000	(8.00387603623748e+001dB,-8.99151988609570e+001°)
2.35613407393392e+000	(8.00347603711425e+001dB,-8.99151598003318e+001°)
2.35721936365108e+000	(8.00307603799169e+001dB,-8.99151207207889e+001°)
2.35830515327772e+000	(8.00267603886981e+001dB,-8.99150816240339e+001°)
2.35939144304412e+000	(8.00227603974887e+001dB,-8.99150425074778e+001°)
2.36047823318065e+000	(8.00187604062860e+001dB,-8.99150033745412e+001°)
2.36156552391779e+000	(8.00147604150928e+001dB,-8.99149642234941e+001°)
2.36265331548613e+000	(8.00107604239057e+001dB,-8.99149250543233e+001°)
2.36374160811637e+000	(8.00067604327287e+001dB,-8.99148858670158e+001°)
2.36483040203930e+000	(8.00027604415598e+001dB,-8.99148466615588e+001°)
2.36591969748583e+000	(7.99987604503978e+001dB,-8.99148074379391e+001°)
2.36700949468698e+000	(7.99947604592452e+001dB,-8.99147681952883e+001°)
2.36809979387387e+000	(7.99907604681007e+001dB,-8.99147289361598e+001°)
2.36919059527771e+000	(7.99867604769644e+001dB,-8.99146896579742e+001°)
2.37028189912985e+000	(7.99827604858350e+001dB,-8.99146503624282e+001°)
2.37137370566173e+000	(7.99787604947150e+001dB,-8.99146110495077e+001°)
2.37246601510488e+000	(7.99747605036032e+001dB,-8.99145717166380e+001°)
2.37355882769097e+000	(7.99707605124983e+001dB,-8.99145323663678e+001°)
2.37465214365175e+000	(7.99667605214028e+001dB,-8.99144929978302e+001°)
2.37574596321909e+000	(7.99627605303156e+001dB,-8.99144536118645e+001°)
2.37684028662495e+000	(7.99587605392353e+001dB,-8.99144142067527e+001°)
2.37793511410143e+000	(7.99547605481645e+001dB,-8.99143747850375e+001°)
2.37903044588070e+000	(7.99507605571020e+001dB,-8.99143353432991e+001°)
2.38012628219506e+000	(7.99467605660476e+001dB,-8.99142958840791e+001°)
2.38122262327691e+000	(7.99427605750015e+001dB,-8.99142564073632e+001°)
2.38231946935877e+000	(7.99387605839623e+001dB,-8.99142169105876e+001°)
2.38341682067323e+000	(7.99347605929327e+001dB,-8.99141773979892e+001°)
2.38451467745303e+000	(7.99307606019113e+001dB,-8.99141378661549e+001°)
2.38561303993099e+000	(7.99267606108969e+001dB,-8.99140983167706e+001°)
2.38671190834005e+000	(7.99227606198922e+001dB,-8.99140587481251e+001°)
2.38781128291325e+000	(7.99187606288956e+001dB,-8.99140191619028e+001°)
2.38891116388375e+000	(7.99147606379061e+001dB,-8.99139795563942e+001°)
2.39001155148480e+000	(7.99107606469261e+001dB,-8.99139399332820e+001°)
2.39111244594977e+000	(7.99067606559558e+001dB,-8.99139002917051e+001°)
2.39221384751213e+000	(7.99027606649912e+001dB,-8.99138606333434e+001°)
2.39331575640546e+000	(7.98987606740362e+001dB,-8.99138209564896e+001°)
2.39441817286346e+000	(7.98947606830895e+001dB,-8.99137812594393e+001°)
2.39552109711991e+000	(7.98907606921511e+001dB,-8.99137415464082e+001°)
2.39662452940871e+000	(7.98867607012211e+001dB,-8.99137018131555e+001°)
2.39772846996390e+000	(7.98827607102995e+001dB,-8.99136620622039e+001°)
2.39883291901957e+000	(7.98787607193862e+001dB,-8.99136222926952e+001°)
2.39993787680996e+000	(7.98747607284800e+001dB,-8.99135825054601e+001°)
2.40104334356940e+000	(7.98707607375834e+001dB,-8.99135426996412e+001°)
2.40214931953234e+000	(7.98667607466946e+001dB,-8.99135028752254e+001°)
2.40325580493332e+000	(7.98627607558148e+001dB,-8.99134630321998e+001°)
2.40436280000701e+000	(7.98587607649434e+001dB,-8.99134231713936e+001°)
2.40547030498817e+000	(7.98547607740805e+001dB,-8.99133832919508e+001°)
2.40657832011168e+000	(7.98507607832260e+001dB,-8.99133433955412e+001°)
2.40768684561252e+000	(7.98467607923785e+001dB,-8.99133034779447e+001°)
2.40879588172579e+000	(7.98427608015408e+001dB,-8.99132635441951e+001°)
2.40990542868667e+000	(7.98387608107116e+001dB,-8.99132235909154e+001°)
2.41101548673049e+000	(7.98347608198908e+001dB,-8.99131836206130e+001°)
2.41212605609265e+000	(7.98307608290771e+001dB,-8.99131436324333e+001°)
2.41323713700869e+000	(7.98267608382732e+001dB,-8.99131036238450e+001°)
2.41434872971423e+000	(7.98227608474790e+001dB,-8.99130635973534e+001°)
2.41546083444502e+000	(7.98187608566921e+001dB,-8.99130235529444e+001°)
2.41657345143691e+000	(7.98147608659122e+001dB,-8.99129834880902e+001°)
2.41768658092585e+000	(7.98107608751423e+001dB,-8.99129434069676e+001°)
2.41880022314792e+000	(7.98067608843808e+001dB,-8.99129033062117e+001°)
2.41991437833929e+000	(7.98027608936277e+001dB,-8.99128631874841e+001°)
2.42102904673626e+000	(7.97987609028833e+001dB,-8.99128230507708e+001°)
2.42214422857520e+000	(7.97947609121460e+001dB,-8.99127828952216e+001°)
2.42325992409263e+000	(7.97907609214187e+001dB,-8.99127427208235e+001°)
2.42437613352515e+000	(7.97867609306997e+001dB,-8.99127025275637e+001°)
2.42549285710950e+000	(7.97827609399894e+001dB,-8.99126623179334e+001°)
2.42661009508249e+000	(7.97787609492889e+001dB,-8.99126220869098e+001°)
2.42772784768108e+000	(7.97747609585945e+001dB,-8.99125818394876e+001°)
2.42884611514229e+000	(7.97707609679098e+001dB,-8.99125415723156e+001°)
2.42996489770331e+000	(7.97667609772337e+001dB,-8.99125012870488e+001°)
2.43108419560138e+000	(7.97627609865662e+001dB,-8.99124609836728e+001°)
2.43220400907389e+000	(7.97587609959073e+001dB,-8.99124206605086e+001°)
2.43332433835833e+000	(7.97547610052571e+001dB,-8.99123803208729e+001°)
2.43444518369228e+000	(7.97507610146154e+001dB,-8.99123399605905e+001°)
2.43556654531345e+000	(7.97467610239810e+001dB,-8.99122995821448e+001°)
2.43668842345966e+000	(7.97427610333565e+001dB,-8.99122591846908e+001°)
2.43781081836883e+000	(7.97387610427421e+001dB,-8.99122187698766e+001°)
2.43893373027899e+000	(7.97347610521349e+001dB,-8.99121783351964e+001°)
2.44005715942829e+000	(7.97307610615364e+001dB,-8.99121378831277e+001°)
2.44118110605497e+000	(7.97267610709459e+001dB,-8.99120974111672e+001°)
2.44230557039740e+000	(7.97227610803647e+001dB,-8.99120569234480e+001°)
2.44343055269405e+000	(7.97187610897909e+001dB,-8.99120164149808e+001°)
2.44455605318351e+000	(7.97147610992270e+001dB,-8.99119758865831e+001°)
2.44568207210445e+000	(7.97107611086719e+001dB,-8.99119353407268e+001°)
2.44680860969570e+000	(7.97067611181254e+001dB,-8.99118947749140e+001°)
2.44793566619615e+000	(7.97027611275876e+001dB,-8.99118541924416e+001°)
2.44906324184483e+000	(7.96987611370599e+001dB,-8.99118135916396e+001°)
2.45019133688086e+000	(7.96947611465396e+001dB,-8.99117729708411e+001°)
2.45131995154351e+000	(7.96907611560280e+001dB,-8.99117323308603e+001°)
2.45244908607210e+000	(7.96867611655252e+001dB,-8.99116916733355e+001°)
2.45357874070611e+000	(7.96827611750311e+001dB,-8.99116509966010e+001°)
2.45470891568511e+000	(7.96787611845458e+001dB,-8.99116103014686e+001°)
2.45583961124878e+000	(7.96747611940691e+001dB,-8.99115695870998e+001°)
2.45697082763692e+000	(7.96707612036000e+001dB,-8.99115288543057e+001°)
2.45810256508942e+000	(7.96667612131410e+001dB,-8.99114881014248e+001°)
2.45923482384631e+000	(7.96627612226907e+001dB,-8.99114473309152e+001°)
2.46036760414771e+000	(7.96587612322492e+001dB,-8.99114065411158e+001°)
2.46150090623385e+000	(7.96547612418179e+001dB,-8.99113657328362e+001°)
2.46263473034508e+000	(7.96507612513941e+001dB,-8.99113249068845e+001°)
2.46376907672185e+000	(7.96467612609790e+001dB,-8.99112840607801e+001°)
2.46490394560474e+000	(7.96427612705729e+001dB,-8.99112431961539e+001°)
2.46603933723442e+000	(7.96387612801755e+001dB,-8.99112023129919e+001°)
2.46717525185168e+000	(7.96347612897869e+001dB,-8.99111614112800e+001°)
2.46831168969743e+000	(7.96307612994086e+001dB,-8.99111204901837e+001°)
2.46944865101266e+000	(7.96267613090377e+001dB,-8.99110795496902e+001°)
2.47058613603851e+000	(7.96227613186757e+001dB,-8.99110385906060e+001°)
2.47172414501621e+000	(7.96187613283226e+001dB,-8.99109976137361e+001°)
2.47286267818710e+000	(7.96147613379798e+001dB,-8.99109566166091e+001°)
2.47400173579264e+000	(7.96107613476445e+001dB,-8.99109156016682e+001°)
2.47514131807440e+000	(7.96067613573181e+001dB,-8.99108745672623e+001°)
2.47628142527404e+000	(7.96027613670006e+001dB,-8.99108335141959e+001°)
2.47742205763337e+000	(7.95987613766920e+001dB,-8.99107924416378e+001°)
2.47856321539428e+000	(7.95947613863917e+001dB,-8.99107513512088e+001°)
2.47970489879878e+000	(7.95907613961010e+001dB,-8.99107102412605e+001°)
2.48084710808900e+000	(7.95867614058192e+001dB,-8.99106691117801e+001°)
2.48198984350718e+000	(7.95827614155463e+001dB,-8.99106279635704e+001°)
2.48313310529565e+000	(7.95787614252825e+001dB,-8.99105867982481e+001°)
2.48427689369689e+000	(7.95747614350289e+001dB,-8.99105456117217e+001°)
2.48542120895345e+000	(7.95707614447830e+001dB,-8.99105044072392e+001°)
2.48656605130802e+000	(7.95667614545473e+001dB,-8.99104631839709e+001°)
2.48771142100339e+000	(7.95627614643193e+001dB,-8.99104219402751e+001°)
2.48885731828247e+000	(7.95587614741003e+001dB,-8.99103806785806e+001°)
2.49000374338828e+000	(7.95547614838904e+001dB,-8.99103393988720e+001°)
2.49115069656395e+000	(7.95507614936894e+001dB,-8.99102980978830e+001°)
2.49229817805271e+000	(7.95467615034976e+001dB,-8.99102567804776e+001°)
2.49344618809791e+000	(7.95427615133147e+001dB,-8.99102154425779e+001°)
2.49459472694304e+000	(7.95387615231421e+001dB,-8.99101740857954e+001°)
2.49574379483165e+000	(7.95347615329773e+001dB,-8.99101327101162e+001°)
