Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
100,-22.46175839663396,16.52158324477404,50.35326814256673
106.3326571637162,-22.36406774049513,16.8261862855331,48.65669935773109
113.0663397949639,-22.27510447159599,17.11157181180959,46.96764260940086
120.2264434617413,-22.1904356079408,17.37792047142301,45.28564557064861
127.8399719463023,-22.11690766432292,17.63251479710159,43.58887867224669
135.9356390878525,-22.04649435479078,17.86773179973515,41.90429142842859
144.5439770745928,-21.98744154296704,18.09403805403728,40.24515075894518
153.6974515935271,-21.92717121646011,18.296868123237,38.58477496366005
163.4305842723138,-21.87857253143408,18.49271353035366,36.95336127922395
173.7800828749376,-21.83330259419135,18.67292331983077,35.33465108425543
184.7849797422291,-21.7917958868751,18.83942804340446,33.75732330857593
196.4867789993468,-21.75378540496948,18.99184673584691,32.21372861702888
208.9296130854039,-21.71727686737287,19.12987315268165,30.70065753463641
222.1604091955812,-21.68845358922001,19.26109347103893,29.24472571615485
236.2290662634463,-21.65889877751954,19.37721145420869,27.82229178325451
251.1886431509579,-21.6342994475215,19.48562888782751,26.44173478179871
267.0955587558985,-21.61168991915121,19.58358602256572,25.12208493397846
284.0098047914214,-21.59067989450869,19.67241619626421,23.82987995408372
301.9951720402016,-21.5744840836031,19.7550118787909,22.60476471628267
321.1194909364824,-21.55600289175236,19.8265662494843,21.42749543500703
341.4548873833601,-21.54138176285446,19.89301721681974,20.28337078739609
363.0780547701014,-21.5293440559228,19.95395079898113,19.20648354294405
386.0705432153815,-21.51857900466664,20.00861306288888,18.14388625564368
410.5190671273079,-21.50784390389346,20.05703088673823,17.18549144303654
436.5158322401661,-21.50024259729637,20.10237321450854,16.23045961551904
464.1588833612777,-21.4908304114428,20.14099773091914,15.33081965262177
493.5524741394807,-21.48347520205515,20.17638471535418,14.47398888216135
524.8074602497722,-21.47546179839042,20.20712315951848,13.66403831583008
558.0417174769964,-21.468162443516,20.23397488457409,12.87135045037305
593.3805862753281,-21.46507861309659,20.26196451573407,12.15243326658486
630.957344480193,-21.46002395528761,20.28467222761029,11.44220211555121
670.9137099554112,-21.45419154682101,20.30312498668834,10.79660918999198
713.4003750712565,-21.45370965134978,20.32487675785387,10.18036768579779
758.5775750291837,-21.45195640121663,20.34321944029195,9.565981034577391
806.6156921766136,-21.44279882462763,20.35193827548357,9.017362475557391
857.6958985908947,-21.44332214448932,20.36797833917754,8.479429033406461
912.0108393559096,-21.43781960146582,20.3762594935742,7.980144445121283
969.7653591082495,-21.43440216812197,20.38549053209972,7.495693686742682
1031.177274593056,-21.43173413344548,20.39515072883445,7.059503081718056
1096.478196143185,-21.43532415511238,20.4082344455926,6.634164624016066
1165.914401179831,-21.43497118241386,20.41669005921697,6.232530366923484
1239.747763028944,-21.42793410617615,20.41830264124489,5.835075821811003
1318.256738556408,-21.42698332986076,20.42419491152847,5.475311281136172
1401.737418346769,-21.42615023627947,20.42947624012209,5.142372748935287
1490.504643386196,-21.42806485174956,20.43802501337478,4.8110048891171
1584.893192461114,-21.42488949578688,20.44028240165033,4.47866192086056
1685.259044750751,-21.42566089778256,20.44499031826815,4.19659212596347
1791.980722375334,-21.42222073813942,20.44545020062141,3.921476028631266
1905.460717963248,-21.42105053535693,20.44901526476632,3.665342529652619
2026.127012621143,-21.42058525620246,20.45174994067688,3.394034648737929
2154.434690031882,-21.41528378569215,20.45048804530884,3.134520545325493
2290.867652767774,-21.41693156336791,20.45493586503853,2.928566983357371
2435.940447292027,-21.41921194982198,20.45953309161087,2.731701768186326
2590.200204531322,-21.41772235285244,20.46125410247097,2.522395289791149
2754.228703338166,-21.41738779029605,20.46216176043858,2.28622011012034
2928.644564625237,-21.41258088926543,20.45987433034661,2.119431129198038
3114.105584446758,-21.41344771237753,20.4626501014814,1.945408040974826
3311.311214825911,-21.41603920063632,20.46671641330672,1.783971202155248
3521.005201684521,-21.41168252450072,20.46467601940448,1.609767212968237
3743.978389823811,-21.41178773197414,20.46714893146508,1.450806352995841
3981.071705534973,-21.4081702951533,20.46437345756048,1.29940148953628
4233.179328088211,-21.4110880630849,20.4673964480311,1.147464813767073
4501.252062061337,-21.41281796383991,20.47307103605997,0.9779822071580782
4786.30092322638,-21.40813264462651,20.4696225810618,0.845297263943559
5089.400951518093,-21.40895140427615,20.47282358844387,0.755311785187331
5411.695265464637,-21.41240924614289,20.47173953166289,0.5643618147941414
5754.399373371567,-21.41150423765821,20.47747937790833,0.4264772773839667
6118.805757518219,-21.40912335305842,20.47640136127943,0.3192153907207
6506.288748655574,-21.41997705149407,20.47668043380737,0.1865756472346618
6918.309709189362,-21.40883236997786,20.47100733711572,0.008731978950440755
7356.422544596414,-21.4001779154158,20.47314358312471,-0.09315710528619547
7822.279563860029,-21.40612518861377,20.47998359000935,-0.2132333302220744
8317.637711026709,-21.40404420454729,20.47657767925894,-0.3629163389496455
8844.365191385999,-21.39833730771253,20.4741612175862,-0.5205617683209454
9404.448517263523,-21.39942904576893,20.47795364826707,-0.6780316789671303
