Frequency (Hz),Trace th (*),Trace |Z| (Ohm)
552077.4392807576,-38.25502256930542,122.1081121251927
559757.6014951103,-37.98677579774472,121.0282578659353
567544.6054085473,-37.31572740702843,120.6535189266998
575439.9373371572,-37.11015727248318,119.6466967645075
583445.104273745,-36.67661761087114,119.490782854617
591561.6341754742,-36.29984114317195,118.9207673153114
599791.0762555096,-35.908163638954,118.3347847364099
608135.0012787181,-35.54646325606321,117.4734996262953
616595.0018614824,-35.10915206309664,116.9915942308253
625172.6927756862,-34.76003691884606,116.6148876340802
633869.7112569272,-34.38852648934839,115.6862915898744
642687.7173170199,-34.08314534022198,115.3606955128021
651628.3940608425,-33.55149356550933,114.6422575241126
660693.4480075957,-33.20491190227998,114.2464110400506
669884.6094165263,-32.86935846336137,113.5545544885125
679203.6326171843,-32.54950914837197,113.2148802369505
688652.2963442759,-32.06142139931907,112.7656541981816
698232.4040771712,-31.66075195281157,112.303839392337
707945.7843841377,-31.3190266462939,111.7257670971936
717794.2912713615,-31.01011196156816,111.2225962938907
727779.8045368239,-30.65357736773328,110.7748231391699
737904.2301291007,-30.2467689280362,110.3985552392185
748169.5005111542,-29.8123570991704,110.067716583136
758577.5750291836,-29.41478203825172,109.4592030759641
769130.4402866095,-29.03961348081248,109.1532007784086
779830.1105232586,-28.7584552683283,108.7860269292161
790678.6279998249,-28.39504427664589,108.511183003261
801678.0633876791,-28.00284569966873,108.1388289564516
812830.5161640991,-27.86029201990763,107.3658667183429
824138.1150130022,-27.24773883276893,107.2787172076683
835603.0182312479,-26.98161139257518,107.0428820673245
847227.4141405963,-26.60789166191354,106.6247587496097
859013.5215053956,-26.25742031255293,106.4786114929382
870963.5899560805,-25.71806893839884,105.8011470081355
883079.9004185627,-25.48490864059051,105.5129379352102
895364.7655495937,-25.33217103506058,105.5152754797632
907820.5301781857,-24.86779998748962,105.771155987367
920449.5717531712,-24.63161163156196,104.8635049424864
933254.300796991,-24.03052684974353,104.8151499175906
946237.161365793,-23.83547759239556,104.4258165356041
959400.6315159331,-23.43370830536103,103.8163641388432
972747.2237769651,-23.24860560719928,103.7608647721531
986279.4856312105,-22.9232047854676,103.5626590495434
1000000,-22.53792064802408,103.2382304189304
