Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
100,0.01798505879389272,-0.6254161091307207,-1.958117783185799
106.3326571637162,0.01795593573893938,-0.6395560063775195,-1.888252879225156
113.0663397949639,0.01750027286708788,-0.6529513025606035,-1.821523098164622
120.2264434617413,0.01764779089503747,-0.665235988340433,-1.750427623594906
127.8399719463023,0.01771658253921287,-0.676693683958844,-1.680755935681972
135.9356390878525,0.01785853419372416,-0.6871071159162403,-1.610773995279274
144.5439770745928,0.017903358208036,-0.6967906581730764,-1.541613825587916
153.6974515935271,0.01774264964508945,-0.7058540517964107,-1.472371100808914
163.4305842723138,0.01777177569809217,-0.7139592320754163,-1.406188150337272
173.7800828749376,0.01803022398774043,-0.7217254546690794,-1.338251956444669
184.7849797422291,0.01794313737041784,-0.728330964668205,-1.274135871753316
196.4867789993468,0.01823107318041988,-0.7346391229962913,-1.210054142990437
208.9296130854039,0.01821316148805706,-0.7401921487679546,-1.151559504175111
222.1604091955812,0.01809045067055758,-0.745388443958658,-1.090594853827639
236.2290662634463,0.01793102772273591,-0.7499424531874178,-1.036266273063711
251.1886431509579,0.01786158899440015,-0.7540443539828141,-0.9792290726997868
267.0955587558985,0.01804608612184859,-0.758122176773826,-0.9264175051079349
284.0098047914214,0.01781106094377943,-0.7609805639983305,-0.8782553390874135
301.9951720402016,0.01803694358795064,-0.7641700924319181,-0.8288885783411786
321.1194909364824,0.01776176754380288,-0.766896324022418,-0.7812891215748721
341.4548873833601,0.01738904367543113,-0.7696452730385811,-0.7376931592192193
363.0780547701014,0.01785065143462226,-0.7717584001401647,-0.695234304683467
386.0705432153815,0.01776173809217485,-0.7736539739922348,-0.6567453377728896
410.5190671273079,0.01773746242622099,-0.7756516162892304,-0.6173116943121215
436.5158322401661,0.01754045815244103,-0.7768021848115071,-0.5814494114436854
464.1588833612777,0.0174354537471663,-0.7781565158499266,-0.5455830553068495
493.5524741394807,0.01810680087217984,-0.7798135679419596,-0.5147988967107437
524.8074602497722,0.01759972391202297,-0.7804232580334722,-0.4830330484007206
558.0417174769964,0.01767973559525796,-0.7817304917996679,-0.4517797082252262
593.3805862753281,0.01739795033504305,-0.7826681714992418,-0.4246888775842734
